owner,proto,tenure_days
0x46eb06d5f4c8e69593ad72f81c8e61197b83807a,aave_v2,119
0x49aa460327e5bc4fba4d12ffafa056ac03a82d50,aave_v2,81
0xffab14b181409170378471b13ff2bff5be012c64,aave_v2,152
0x7211a8ce7c0848ccae48e93bec659f0f3ed2ff1d,aave_v2,205
0x18057d13f92a9093df0cc3aa488a3a3c16e1f7fa,aave_v2,755
0xec00603764e82f1d741287da56e20f6f6d3e38f6,aave_v2,562
0x61ceb8794ebd9910cd68222c55c9465470b5a1cc,aave_v2,750
0xecb6a3e0e99700b32bb03ba14727d99fe8e538cf,aave_v2,750
0xfbdd5c349d1686d7b15b27f47217c55fe93d2bfc,aave_v2,752
0x135dde477cb2358b397747c038de3c3969b01a1b,aave_v2,804
0x198df253fcbe0aba5d5ac7226883eee4c7436965,aave_v2,519
0x089bc7d762b12a8959cb823493e114e083b39659,aave_v2,773
0x16a04a9949c7bffb699047416dd9c111b6e813dc,aave_v2,765
0x45f1d5257f23b581af614e5c8b708fbc38c7d27e,aave_v2,759
0xf2cc3580484c0eeef6e43dcdad8fb48d774cb3bc,aave_v2,759
0x35461c7ed661e8d3796499455c9c985026b1e575,aave_v2,752
0x20a05ae8efe1eb91be0cd07356bc20eda9c2e298,aave_v2,752
0xe4db8dd92bf14f9f7136bbff206b6357e73e2e83,aave_v2,749
0x783d84d175bcc6312520ae45daa15c7eaab75b28,aave_v2,301
0x0137e460a375752ccf784073667feec34edfd7bf,aave_v2,727
0x108a5702ca3c2ed7a8a15042a62bae38e6faa651,aave_v2,180
0x8d3aebe75bfc56f8069f17c3dcbf9c7db317018d,aave_v2,747
0xb02dc63b4e234e1abc36ead88df610d67f4920dd,aave_v2,745
0xd3b27c9e0bdfa687909b08ea591bd225c3757513,aave_v2,745
0x46515111bee2d2a7ff4ba96aaaecb4d694a912fe,aave_v2,563
0x4bb180666349ce7073b4789b13f3723b0868a502,aave_v2,742
0xa7868550a0b397da722d9705aa49b7299b8a33ef,aave_v2,738
0x7f49ef9b4a89d82dcf0904a5c029c87e08b09292,aave_v2,572
0x3dedf7baf3e9d20be82649c243b55ae96557da58,aave_v2,729
0xaead9e75b8457423121b3c7ee72bc60342dd3d52,aave_v2,366
0xc22060a0e86cc0ee5c24407303aec752e2791c3a,aave_v2,715
0x1960733e0087b50fdfb656ea572deffc2ff69dc2,aave_v2,704
0xc8390451711a3553e0a0cc398fa037cffb76cdaa,aave_v2,696
0x507948afe12732d6a51e208cab0507de3445eb4f,aave_v2,683
0x35c83836bf4d453fc9bda48781e4a97a2cb7bfbf,aave_v2,611
0xff2f9238f803e093e1229fe06ec56e67b04bea17,aave_v2,678
0x348fe601cbad546711b1301dd8a5cc470e6592a8,aave_v2,675
0xc7c474d797d5edd63cef1b98e6155cf23fd36317,aave_v2,597
0x3909899a6eb22a59890de400241fb74389a680bd,aave_v2,597
0x91cdcac01b47280fa3dad153a37927bb54de4743,aave_v2,659
0xde381c747e4f3a235d050051b522572dd87e6c0a,aave_v2,658
0x3f60008dfd0efc03f476d9b489d6c5b13b3ebf2c,aave_v2,622
0x46a9dedf7bbb4f420f4fe0aca9d225e4555109a8,aave_v2,621
0x7bd8a74a0b06fa03a9c2275f58081a7ccf549f16,aave_v2,645
0x9a60ee2f4a378a0660ff86cfd80b34664881dd91,aave_v2,640
0x44af8bfd575ba95b91211242b74222dd5802e6fd,aave_v2,618
0xadf2fd654c7496a24b54e4adf83a8f1fde45c21d,aave_v2,640
0xb512bfb6343b09c94ab48627caebf63009d7cfd2,aave_v2,823
0x3b528d4ab08ef019972e6bd7f40d55ab35c0846b,aave_v2,822
0x03d225884a6f01eb076ebb6a1081e1bfced8cb7d,aave_v2,630
0x6240560d8eee0012941fad0be8d59a5c75c4baf9,aave_v2,817
0x3085f25455b821eedcff10433fee6723d34c2426,aave_v2,815
0x1a611f36ff4aa2c712dfef56714b15678334b1fe,aave_v2,629
0x8deeffb6047b8ee91b09334eb2a4ca120f43f596,aave_v2,629
0xf1af825b1d0e55eadce815c8e77f482f4eca7852,aave_v2,795
0x8fb88d42f8cfb29c8bc1c6f608e81c1dc241ca30,aave_v2,629
0x0c8f2bc48ca5158bd330c19e7661790d2241c88f,aave_v2,791
0xee65bb3b7076989d28e7b1a9bbd67b6683f9ab31,aave_v2,628
0x234f4e58df75cae6ef10c4635a22ba5b52dd561d,aave_v2,628
0x8dfd851dce7550166be483cac18eb25cbb9e62e4,aave_v2,627
0xc92eab8eda4d0d1093eeda2b4c7a11b0f6a21960,aave_v2,615
0x32bc9f7087b8c4093907010982b4959b4b83c2fa,aave_v2,627
0xa44d54c1925d28dd5aac2a70a6e8fd6a92a453a8,aave_v2,627
0x682cd3e420f2bfacc633d289ef6f42d8543a6ee0,aave_v2,628
0xf435e72cd062c384e13ba181e6a0ebd6779e715a,aave_v2,454
0x0de76f4e04f3d34420d9f7c7a44a76e264e60d94,aave_v2,625
0xcbbcf632c87d3df7342642525cc5f30090e390a6,aave_v2,626
0x5af9e3a1c453ddf12b4e4b2f664dfda9c695b05f,aave_v2,620
0x7a65dc1e296dc482a6484ea99a77e1a641c75fb3,aave_v2,746
0x70f4c4a9a94fddcbfee4ca5b527402e30458f82d,aave_v2,746
0x83c1a7fbb17dfb1215c2c7357d0d9dd507656adb,aave_v2,744
0x811570b8cd6605aa9f507623456c963765695d95,aave_v2,741
0xd794ad8ce1b59a2babd5319d59e32149b61e8dc0,aave_v2,741
0xa34cfb5870209bee89f0afeb6230372f5a45c61a,aave_v2,737
0x9f814a00565ae9cb2257e378f7cf89a586b8e3f8,aave_v2,737
0xec7e2552700ef27c275c423bc377db08e9606d79,aave_v2,608
0x6e9be27ea0d05dfde75db8b6ebeea59cbb2a76c1,aave_v2,737
0x6f3ac3d67d0211ad876e32916340f3cd22312bfe,aave_v2,600
0x31f26f1620276eb06d2f2b3dd37b04b6a6afe5f5,aave_v2,729
0x8bc319ecc6360f56d11896de94d8286371fc8081,aave_v2,600
0x6c53754ae6c455bd6837ee7e7fd5da233c6f623f,aave_v2,727
0x365284463ad187297016b28b6db8371474181d97,aave_v2,724
0x3c6b7b0fdb4e87d08079594218eb67c94e1cfa29,aave_v2,719
0xd9299ceb6a9b2f3cfeff88b418dc9c0ba9cf84cd,aave_v2,757
0xd1441af1ad1b7c0974f503d46896783379e075dc,aave_v2,577
0xaf45a0fcc852bb3188c49dc46f8f8062f1a8be7b,aave_v2,707
0xaf4e0fe30ec67d6957f89815a044d7d49422a8d2,aave_v2,573
0x29ce1c4fe8875e2b7ca04099587dbfc969f8f4d6,aave_v2,107
0x7ac05d7418a1361fac8b27db963d9b33aae1e563,aave_v2,104
0xfcb9d62614aef67ddbb2c1c5d5f97546cfb3ca4d,aave_v2,104
0xb5286c50851abf436b8ed59572e106e7ab93db4d,aave_v2,380
0x016a42b47b051be2946a35fb72774e00a7b8e820,aave_v2,374
0xfeddc37cba67885b643ce5bc586a9b4889b4c4f8,aave_v2,343
0x4c1e6893fd2ed1a53c13d4283b2e0b68da5b3594,aave_v2,270
0x81803c4a08088c35589a43955ced5f5c24a1e980,aave_v2,188
0x2d612df324ec32bc148a87acb08879672b2800fe,aave_v2,330
0x247bcdaaee715428a0a8b02b79a641c051f3a111,aave_v2,166
0x657da446b3264733dd9512b5c05488763ce6659c,aave_v2,294
0x4e1acbb9fd16bf427ad02ace5e603b9912289d13,aave_v2,771
0x658a44f7f0ba51780ac2bccbd08709b745bcf632,aave_v2,771
0x42982dafd5577db35255bb1dab0b288464844de1,aave_v2,284
0x67ef298adc81a1f281394dd762d476ed11c42601,aave_v2,764
0xe42d15539d9f0a5adab3869369992439ccde39cc,aave_v2,277
0xfa28bd03c7ea18e10ff006d355a725b8d8964305,aave_v2,278
0xf1c0dc910ecfb7260e97e79d9e89774dca231456,aave_v2,757
0x12c8e2e2c8afce15725268ed1d26da392aa18fcf,aave_v2,756
0xc3fb3ce620a7bdaae936e8a284028b938b5584f7,aave_v2,756
0xf62d5196eacb1c3cf0048d8962c4ba77e78a12bc,aave_v2,748
0xe37895d937fde469b57f6980ec8a8e2b7d5624bd,aave_v2,718
0x188a5bc1e8d5187f670e394f2e002810bea78f9c,aave_v2,457
0x3c1b61a5dd5613233c48571a6a8d4cf53324a892,aave_v2,451
0x0524fe637b77a6f5f0b3a024f7fd9fe1e688a291,aave_v2,682
0x9ae593852cd0622cb27ad3cd898cc50d46cf797a,aave_v2,162
0xc968c17b20c28585756a5e21bbb2a7b1b79359a9,aave_v2,670
0x0017dfe08bcc0dc9a323ca5d4831e371534e9320,aave_v2,154
0x96bed616e2d50417c3e31de7bbe507a0993d5ce0,aave_v2,666
0xd5679384e5b8c5e9ec98dbab40048c659e3b9c52,aave_v2,806
0xccbc0451b0773d642a5944e5e3fb9ccad8675d51,aave_v2,129
0xb56a9513ebaf18d26c7ae45e4ba4d486af363fc6,aave_v2,794
0xaa58d64f9ca0d6436f903a4d590ad8e5982c8030,aave_v2,118
0x0b268ed6c35b187e781dbe92d02ba78fbc2ab9b7,aave_v2,118
0xa0c83f910eec5076b2825bac8e9fb25a63fefebb,aave_v2,118
0x2558391662c0ffd158a5bdfddfcb06ccd56c99cc,aave_v2,118
0xabe2ac9ac2b0e414d8c07951b0e8973fdecb08c9,aave_v2,133
0x2a55f658f577e91f0f12c6eb9757c5ba4adb5574,aave_v2,275
0x4bb6b621d91a5816da8ad6cb5405d36ae4068502,aave_v2,641
0x85a230f1b39c679d84307de0184b839c2655951a,aave_v2,639
0x9ea4ab72f1aede3985900bb84df957211b16c23b,aave_v2,614
0x234d9f87ede93d7fa27d42f23d58645203ffdc39,aave_v2,95
0x6459b050dfd771b5c639e3e395e9fdcf89486e26,aave_v2,612
0xc5c558db6659a8dff6230b4f22828662c4441151,aave_v2,612
0x901af2f2bc8e7fba5150daed0d8017e0c0bafb00,aave_v2,78
0x5fe9a4b3f61cee4ea2b784156174c9e945ab73f6,aave_v2,65
0x292659de4a3be50b3a454083a7434fe7ced0f678,aave_v2,63
0xa931b486f661540c6d709ae6dfc8bcef347ea437,aave_v2,62
0x7e345a2a7c6ab50eeba694b4a5f98898eca59bcc,aave_v2,184
0x30176a0f484306a541c73f13dc688d3c467351a0,aave_v2,540
0x769f74c099af883dc8dc656a82af444a5204e7c1,aave_v2,537
0x2434f861cd062a403ffafcc616dedc81f378b72a,aave_v2,525
0x9cae93ab7675dc33bdd5b20d046acc181dcd695b,aave_v2,489
0x1314dd7047dcf0ea5d4d1fd6a907e7492f1b307c,aave_v2,185
0xa34c8558b22bced464a4c0cf222457bdc632d1d8,aave_v2,709
0xff3857921decd6c871c1fce6c414a1a130865638,aave_v2,651
0x70d2b843da6d97fa3145804510c68b7b952d40f3,aave_v2,642
0x3ec1807ed79123aecf34912f98e80637e4031ff3,aave_v2,642
0xa12c84dd5c3f4aa4008af193bc184a67df7a864e,aave_v2,637
0x272492e7f7f4cfa8d2f7f6e4e49e9c6bce76c9cd,aave_v2,637
0xf42264911b59231c827818fab5aa161ce27e0380,aave_v2,516
0x0007448f4ba168e24c35f835eefa1a76587d691d,aave_v2,516
0x8f2201409807b0cfacebf4daea4139a6910f3e61,aave_v2,632
0x85a7cfb18c0ddaf65776a37937479629f499b5d7,aave_v2,37
0x66b0d6cd3a7704baeeb42a78122311949ac3b743,aave_v2,299
0xf7313a27eff7bb9317266557a3e4f95e03d5b126,aave_v2,495
0x839f13351b8de431bde750b60a3205431cae3af6,aave_v2,319
0x6847cc1a3b3232832925ff7e8ecae9ef96b0ae6a,aave_v2,77
0xa7d12302ab68a9ee87dafd5023e691ee08ddb767,aave_v2,45
0xd7b57a4e25258d03f4912ce7e74056ad1fe3be30,aave_v2,160
0x97b6ea551cc93bd537f09df3cd88c59618ea0c3b,aave_v2,542
0xce9277434496a1228c9ac5f520777d7eec28f70a,aave_v2,530
0x0ac96eeb2f05681eb08d06e350e42ce681ec5bb3,aave_v2,262
0x9c3ba7bc0ad522520d2b23a9ff16b1f8ed88767c,aave_v2,260
0x6487fbe2623e17bb93578a01af51462efe00b30c,aave_v2,249
0x0fa0a7f22ef9dd169320d3d979ec68f43b34f2ee,aave_v2,243
0xe8215f5aee29a1db273c80c9d269e8fa44b39126,aave_v2,760
0x1639497e38fe108ce54745fedb11e14e8a3a9fd5,aave_v2,736
0xa2e124d4543b4eacfdfbbb1b3313824e94281110,aave_v2,736
0x939da7e28aaf527a95c89b435916b3eda9623bdc,aave_v2,295
0x6d384c778376dd53d1ad0ec3de28430c70b6dee3,aave_v2,295
0x1fbb2b7936cddaa365cce0833bea6f8b727388a4,aave_v2,33
0xdd4a19dc351ba42421db282196af38b433aa86ba,aave_v2,22
0x027fca5dce8baa10e93ca93d0f2150e7ca4d4107,aave_v2,781
0x6012e8f9373c92347cb0bd099909afb8329f3eff,aave_v2,732
0x1e9d9468dca9491c7e6ae46079eb39d18f341a9f,aave_v2,549
0x369b3f90fbc16ae93c86c89fc0f4fc67ef40919b,aave_v2,697
0x383e3da2b053b7ffbd468081765f5f83c764ce21,aave_v2,693
0x98ff4eb64dff961818200de36841eea432ada3e6,aave_v2,680
0x15deae861e3d85eb1341348bbbb056dfd1313c32,aave_v2,772
0xdf9a8b1255caee3386448beee3c294d029dc4aa9,aave_v2,772
0xcb7e1004ef2af87354dc10c05b6e72c82318b23e,aave_v2,702
0x508929df19020401ce5137511690d6642d662b17,aave_v2,145
0x6c1667b508d712976069aedcdb34cf74da095606,aave_v2,128
0xe04d6ebff7f66e2a21189ccf38a6c197cf15b092,aave_v2,768
0xd221c7a1b66bddfedb5228f488f5e4fce54f5335,aave_v2,675
0xcb397b4e2612ee99a1591cb40db3c837bc1b2c35,aave_v2,763
0x8ef3c7d27031d469e2fa3345817d4adc91cbabf2,aave_v2,763
0x2322d81f1084643bbb4f7927cb06a7a0405241ac,aave_v2,170
0x0a0572b2ad6ef8d9d50c3930e921662845557735,aave_v2,299
0x23dab25282c507c2091f305c45c9d8c9d22d3709,aave_v2,652
0x279322ca10987bb236902dbddb85e9e676cf7a0d,aave_v2,648
0x0f7031162fa37ddd5045160db9eda621531bca67,aave_v2,648
0xb4d3fbb2c3c948d94fc790de991f77de642232c3,aave_v2,648
0x0acd4913ad6cfbc22d0a836a40494b6e36d38fa0,aave_v2,647
0x6a73204db71f8e054bf9a0680b02ae96f700b595,aave_v2,561
0x4b1ed6172e30fa4d5d17416dd9942dd3595ba45c,aave_v2,646
0x9e516b5cc254e04470387efacc889326e3517dfe,aave_v2,646
0x0521452b42211ed860de8afc1122b6605708e4f1,aave_v2,645
0x1ddd894c6512e483a42545d75a38c2037d6e4b52,aave_v2,645
0x541163adf0a2e830d9f940763e912807d1a359f5,aave_v2,643
0xfd3305b925129c12869d72b92587cbcfd1738db1,aave_v2,639
0x888ba3b9e98b7c5c760cac0e89890fcaea34ed83,aave_v2,639
0x2bfe2911f1a31989a3d90a0ba64968988291e6c7,aave_v2,131
0x6ccf1851baa0b54371061e88780f3da30430b55b,aave_v2,297
0x1c5ef11d916c42703691677062f18d7143a7ca22,aave_v2,54
0xda5dfb4be35abdf61f2bec77e37f72835af1f6c2,aave_v2,768
0xb5445fd92d56241592086ee7445f3ea54510ea96,aave_v2,20
0xe41db1e904d33b4de80af9d27436f1e86f4a3eff,aave_v2,69
0xa50238e73d00bb898009a09dbcf677a2dc1b9e76,aave_v2,68
0x41bf39033c732f884a52ddf38f647ad63457ceec,aave_v2,437
0x83b4feeb82110bff06b8fba0b17876ce9d27b2d9,aave_v2,300
0x67fdc263f4119e49f6e37988adef0d77e89be18e,aave_v2,300
0xd809cd2e2e2655599c2b1dbcdca50401579854a0,aave_v2,278
0x824d120f51c467ba355b0496627bb5942a09030d,aave_v2,270
0x61e411532c4b04be842041f875bdb3a189b35d7e,aave_v2,269
0x28fd71d8fe739a6de7bce970a4ee49814c6e1be0,aave_v2,269
0x1a60708e009e35c78aca4d4a6c0ffd4424539eb7,aave_v2,411
0xdac8c5b0e35e90f46cc1b0d3200f194d3a66de0a,aave_v2,269
0xf3fbb2c0a711529ef9b81fe59a5ef5b8f1e0eb27,aave_v2,596
0xdca393937b570007e5770446ab195f16f5ba03bf,aave_v2,410
0xfc0a6581f754acf13702c3b68ecd5dc17d690944,aave_v2,355
0x60778a441ad4cb16bda2196f856cfd1b8c9fd181,aave_v2,458
0x5f04a4781dcf32bf85f449d3e171b3d376168426,aave_v2,345
0xff85080e72df23412190e8c661c59be89a0aac90,aave_v2,643
0x639671019ddd8ec28d35113d8d1c5f1bbfd7e0be,aave_v2,335
0xe546d3813a63c70afc3af0c38a817581a0223c78,aave_v2,313
0x5f1c0ed9661b2e9b1f737b962fe67e3ff68c84fc,aave_v2,312
0xa9f6f345122b7fbfa08795b6579f0f803d1db8f6,aave_v2,303
0x903f43b273c9342ed67c54128d379a27da32ab26,aave_v2,303
0x8959f35adea1b24b0b5de98a7366278e35b760bf,aave_v2,321
0x3e3272ed00fad2890b4374e25b3f4d90f2dd55ed,aave_v2,303
0x5c8100bf9a03440834367492292df89aad008699,aave_v2,268
0x193dfb8faa47e32305762f26c4d9ba0c73175ace,aave_v2,268
0x8e8395e87fe96edd0f4c0e35ef4b20243d0d3b85,aave_v2,268
0x3e7b8261fe6197b48678b903ac72763af3582b42,aave_v2,268
0x3d3804161f1e2aa2c837d31d73552d1e8246f167,aave_v2,408
0x89a5e8febfa5568c9e73b0171c9afe4cef827351,aave_v2,268
0x5a33c5418041487a014ea3f2b994f015fdc3bd15,aave_v2,270
0xbdca9afcd893e670c5571d1a1418e2c00e1c244f,aave_v2,636
0x371b3acb5ae446a778ddfd196d38301593e85dab,aave_v2,248
0x16ecca3e37c193d43c84d93b9f371cbf7259bf5f,aave_v2,248
0xe703c7897bc8c93ef2cac73dc140824b3f012eed,aave_v2,610
0x65f26954f3014f4356876cb1806a56258f6965e8,aave_v2,607
0xf5b4efcb704c3828d4ff4088f79b6a6601c7e07c,aave_v2,619
0x8438d56505cf36ff81aa331ed87d9e345db73043,aave_v2,607
0x808af82545a721c06d1fccebea915a6f5128bef9,aave_v2,608
0xc49f383d22c70a6eae73eede8327c0a5673e6fbb,aave_v2,585
0xa79f4982e325cb7f5ae9b6e442f744818f9341ca,aave_v2,638
0x41dc15160424085be4563e365113a1a76d262eb6,aave_v2,247
0xcd64bb95ee1b3a95586836d636849b71b871732b,aave_v2,266
0xb895d47db05e057e0ac5fa3456f3d0f58313f71a,aave_v2,246
0x4939c9f12ea64dc719126d9bb8f06ea4912a81ea,aave_v2,240
0x4b16f9e2771dd3b4e76ebdacb56ab074e2de4e5e,aave_v2,223
0xa74fc1f2598d26524e4e9f8c422863031e0420a5,aave_v2,221
0x4457df4a5bccf796662b6374d5947c881cc83ac7,aave_v2,220
0xbe1aa61e4b19c05ce7d67bdb8aecefb611772996,aave_v2,205
0x387641b3350ffb08d310c280e279dbca7bb8249d,aave_v2,634
0xeb174e7b5b7d0d18fc1be062bb45efde83f36aeb,aave_v2,634
0x1729f336bb0a90ef3f9c73549a7f197a50ed4294,aave_v2,634
0x2b2eb8fbf216472b362cb0f3c5c80653abcd8896,aave_v2,702
0x11390c1966b4051606c08a5144ed94703ecb9dde,aave_v2,632
0x336034dad40bd33c4fbc97d4d6f5354dc4736f0a,aave_v2,632
0x2a8426f73fb4ad5780041ad0b7f85572986e6466,aave_v2,632
0x2263f347f5690a0e5edc63ac4a1fd332e14966bd,aave_v2,631
0x7aed1b2881a6397afeb5ede82ee6b1b30869c9db,aave_v2,631
0x9e52912a68853c8182651e2401a4336fdc684277,aave_v2,631
0x5895dd49607b77d1a54ade2029da1a0dc7894a76,aave_v2,631
0xc21bf004cb97a8f8e0544b447415abd6edbdcc63,aave_v2,741
0xc1a61e2cfb7cab0ddcae13bb3bd0419b37b0bfd0,aave_v2,626
0xccdd062202b739037cb3023c14809c243905b8cc,aave_v2,740
0x70fb7a87512ec7cf701767463af2e5741a67ce3e,aave_v2,654
0x5ba37fea6eb10d44029f7364aff123fdacc528da,aave_v2,653
0x7fad9a8e43d511732624d3766cf16174282d4e6b,aave_v2,626
0xb82cbdb790cc20bc82f8fc397c81d819ba2e3f3b,aave_v2,790
0x10ce3aac102f24d939d744573c3d86ac9bc331a0,aave_v2,784
0x4955f9a3a50a915317302787b93a9f6fe8c76fda,aave_v2,780
0xfa8343c666c7b4e617e502c7070a31c52d5a46ec,aave_v2,796
0x73eb7a4756ef34b903d8f0d320138fa4f2e4ec5b,aave_v2,776
0xe89f71e91dafec474ae97b8baa53029b30a5e9ec,aave_v2,776
0x1e86044468b92c310800d4b350e0f83387a7097f,aave_v2,790
0x6049563306af27f901c692e028e712cad8ae8a6d,aave_v2,171
0xb5c4402ff7cbe97785dddc768c4e3a4f033474fb,aave_v2,183
0x7cee8d3939a4b4a95e6820c6697a57ef6220e5ba,aave_v2,130
0x5680589efd50d8170e11b7ac26839dc24fc28975,aave_v2,492
0x539f44f85d3db875b9065030d5a68eb17ac887ef,aave_v2,119
0x9aa09d36be9bceee36b3dc81c0a5137ecf7ea13b,aave_v2,546
0xedfd621e4af2ecaf83872502b8cee424ab498972,aave_v2,109
0x3612c4d4c187049a2234c1c92521eba664c9be56,aave_v2,55
0x1032ffa8a8a0abb6134839f8c4a1944c91a8a68a,aave_v2,118
0x6497e4815314ece2a779695341ac63d6481df33a,aave_v2,55
0xca41a5fccf73d0793bdf8657ed4010ec40f10f2c,aave_v2,266
0x5c2a3f66e899f5723566b9d24c75f8881e76c6f4,aave_v2,49
0x2c14350b89734febb9df564cade1d420cbd99bbb,aave_v2,80
0x4b5ba19d44715f747f10f17fba8210e166e2fbb7,aave_v2,48
0x01b2e49f1f3fbf81db90fc9718672900c12dd249,aave_v2,299
0xb8fd76f90d2569a29574c603620aaac70c64f805,aave_v2,170
0x006fffcf353044c09209e3ec7e452f7b93d1b12c,aave_v2,26
0xb1ec171401c914b437d331994b328ac01d904671,aave_v2,617
0xb139e45b71d9f112123bd5851b4a4c83ecefbab2,aave_v2,593
0xd2eeff73117c86c14f11a6052620848f8dd6e0c8,aave_v2,570
0xe9e68422cccdf18d3c12244a61dda9b0ec251c61,aave_v2,569
0x5546a92056b490c9baf99ceeb189b6c425c0c7bf,aave_v2,661
0x2e271003e1638f977295f91d2ef73916169771bc,aave_v2,592
0x603e7655b7bd063e9a413fcdfe2c5bbcd18606a3,aave_v2,651
0x27239549dd40e1d60f5b80b0c4196923745b1fd2,aave_v2,568
0xbace1e5f9cb38f56fa8b096e3fe940d9c34d189d,aave_v2,547
0xda57009d183ff7e2a4da0f552a801ffd440a3e23,aave_v2,748
0x2b6efcce98fe1e46967f8ce49bd258007c796945,aave_v2,671
0x800c443d4fc0048d2f4a83d64cdec93a824be745,aave_v2,681
0x17093a08026bf8c1d710845ea6ede672fd7227d5,aave_v2,649
0x7a8dda5e53f0005fa24a82a9709dcfdf39a4f948,aave_v2,536
0x13c9d9b81513fe8ef119408f916b74118478cb03,aave_v2,449
0x4bfa6a78f8c1d1199915eab8d0b07733040a0f9d,aave_v2,458
0x43a938d7aa8cfca1734770d5b1fce3b661d89cdd,aave_v2,540
0x03f44e71f1cb9afa185535581f4eee5313e85a0a,aave_v2,417
0x10650a07bebc0ef2674bf7fec20f378f99384d59,aave_v2,527
0x203ef75d653e35dcf8ba6767a4ad8afad3879f43,aave_v2,414
0x9bfc52fe9e97649571e320bfb48bcb2061a71f5b,aave_v2,414
0x2e307ceab1b4c5f4cac508e3b13c3dbfe86a3c81,aave_v2,520
0xcc2bb809c16faec1503359d6c5bfb5f0a53f5507,aave_v2,513
0xba47cac45ac62c5ffce4f83cf8e13013851a6b33,aave_v2,783
0xd59e99927018b995ee9ad6b9003677f1e7393f8a,aave_v2,511
0x60c3daa312affc1e58f9cf3d68cdace72f25f198,aave_v2,684
0x000000000a38444e0a6e37d3b630d7e855a7cb13,aave_v2,503
0x2b1b7081db548ae8dfc219953220833afe8f3f30,aave_v2,681
0xba13e0bf1f494e8e758d276ec256484a372a5646,aave_v2,681
0x467a6e64b6bc50095ba96b168c6b785ab90f15f1,aave_v2,683
0xfc8a428da92f2e210063250e24c243e553a1fcf6,aave_v2,681
0x1bd967d0bfddc2b5752336bf391be1030087ffd3,aave_v2,472
0xab8b84d013641558fe551d6c352538e39a9fdcf2,aave_v2,681
0x4036b344e3efe9af30cd179ecb9a54a792c164d8,aave_v2,443
0x2b80007937b957313f5759091217f6cce77e6233,aave_v2,443
0x778b1331bcd394b8efdc1f5a13fd6e56d9f4a8ef,aave_v2,565
0xa5eb6fef4ec26cc99a1c61dd892b8deee37484b5,aave_v2,755
0xb9653e6727ff3ad4775cea60ce39dd91e69f6216,aave_v2,529
0x4ff7011e81cd5c36faa519aacf98c69d4b8a08aa,aave_v2,402
0xefa709e53a4a525efeb0a20b59b80b8d75495d06,aave_v2,671
0xcf81ddc75c1afa46eeed5f6dea31ff352c0d3d2f,aave_v2,356
0xfc9c951c634840e5347bc430253eb21794b0eebb,aave_v2,665
0x67a828fcdcace3500e3e0600f3bad22137100630,aave_v2,736
0xbb09cbb43cff459557f80bd4972f5720ed185b56,aave_v2,674
0x780a42b4e296efbc3bf486814dce42a860e84823,aave_v2,653
0x32c56f4692a60f98848d85f77f387cfe28f466e3,aave_v2,314
0x5bdb04e9c760123f40512ee46b672577c0bd4905,aave_v2,305
0x19b9dacf25ff030cf5a6e941d3130f7845d7bda5,aave_v2,302
0x5f72407f2176f54eed535de6b4f1407e2f330794,aave_v2,297
0xffca6e998c756e828e8be46d2e31ccffd0c36e27,aave_v2,301
0x1bf3830ec2dd2034cf75049b16de186336ee368d,aave_v2,298
0xee9536e8aea9384f1a8ddf655a7e9ee4579a160f,aave_v2,274
0xe3d37b1b353fee1e7bba0f09963bd6802ff2f1e9,aave_v2,267
0x33d3b460a6763077491d623a882c4d5910336263,aave_v2,676
0xd0e08d653c3ead747865c3674ffa93ecdefdd045,aave_v2,280
0xd0e08a720a1e225a42165cbb50493fb70f31f7b2,aave_v2,628
0xe54e255426f36de15f3a726a3967b5a3d9450ec2,aave_v2,263
0x9657619143f69915fc19745d7e8ca57461a42a19,aave_v2,263
0x19f01e811dcc0d2b7dbcc15264bdfe318845ebe3,aave_v2,263
0x6057bdcf2e332027230a01eca1cf636775be5333,aave_v2,262
0x00899adda769602c9526043158585099bec8829a,aave_v2,228
0x7425f508396390d137167ffe8644910d08da68df,aave_v2,515
0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,aave_v2,233
0x0697f14634b1b5c10a9c258cb98f75b83e44d871,aave_v2,208
0xc7d9a17f9841295ccdf196c5b6c9915b0e93603f,aave_v2,176
0xcc8a1601a32b48cebf45224ca6d786c24414a10b,aave_v2,210
0x46f21698726d22d270040ea720b2d2e72e054888,aave_v2,169
0x442e2a9350b042ef62da4d873145e5a648a38fbf,aave_v2,169
0x93cc4381d045a113e53040c86d84ccb55afd6ecd,aave_v2,169
0x5dbcc5267d8f7f9905d1c404d1160268dea0b5ea,aave_v2,196
0x23fb896e3c5f29d303282a8ab39209be3bb6541e,aave_v2,174
0x8a70b9fefd03d8c54877bc26203a87f253266fc8,aave_v2,145
0x25b3d855672cfddaeef0f8956a9d4ca58e8061c5,aave_v2,234
0xa02f419cfa73669acb54c7f18ec506ddfe53e1b2,aave_v2,226
0x773efab8c05908d470adf19542a97d9096887819,aave_v2,106
0xac60410e7be09241f08643d9ce51570137e57683,aave_v2,106
0xa3e2330e4fa9bb23d7eaaa3628b2c1906eead200,aave_v2,300
0x1ee7f9e271c5b6bbe4343b2eea1ef0996e87927a,aave_v2,107
0x72b46620c24e07465af9529c6e1b5fbabf4b0ce5,aave_v2,683
0xd98014be6e16ecdcd52a5fd8d6ac0c2f4cc8b95d,aave_v2,103
