owner,bal0,tx_sent_count,wallet_age_days,ran,first_wd_hours,wd_win
0xc033dd6c312407ce5e8f0a199088c50b3b83bc47,2116732.623243,843,359,0,,0
0x3baf9a812e4cd066bd1661e6906241a44d0d0f3b,2075160.184779,39,195,0,,0
0x5eb94026737af1277f7c6007bb807205e28b2ff7,2024423.319854,28,415,0,,0
0x0b30483057d6a7798378edba707d625116ed7640,2000523.8771,1006,1657,0,,0
0x4f188cbfa8db689a6f696cec3054f42022b800c5,2000002.585957,0,,1,62,2003121.497337
0x5bb2719f3282ec4ea21dc2d8d790c9ea6581f3d7,1993879.363,5,66,1,133,2004751.453183
0x03ff869ba96ab9f1b162b1a0081c015620ceb869,1952645.796547,68,296,0,,0
0xa5cf402bfef50c5208857cd78cc08669434ad015,1930000,205,548,1,62,2011959.428619
0x74c865faba23f86910b253b6a202161b2ea5d819,1900000,48,473,0,,0
0x6dca835607ccd7ff6de8a86423061c7f77208d9a,1862117.622493,23,487,0,,0
0xcaf80cfacbef94d37de091093822f2a862adc47f,1844574.8028769998,345,690,1,30,1845465.879558
0x977a59ad2156e580b84f53bac35a70bb9c797447,1827398.0617739998,54,286,0,,0
0x8772469eee9e2a8ab2f8d2c954df1dc317c0470a,1803007.4182469998,14,242,0,,0
0x91930d2911c252337f8ed535a49975a0eaa797fa,1780000,0,,0,,0
0xa23d64ac84e6dd33dd5ed34a1f08b28a8006c5ba,1709368.157375,7,465,0,,0
0x906d31b2ee92c4bc720232112274a0e1ffb0ad6e,1701000,8,221,0,,0
0xcb2b81c9cbdecec85f6bdfa9bc7c6df0f197eb32,1700100,84,856,0,,0
0x9e01357fb37d4d4c81f2f3807ac9fbbca094dfe8,1692877,5,101,0,,0
0x08b63092881beddc6a732a6c5b165c024edfd9ef,1678976.014587,72,359,0,,0
0x39d2d97748d61c140f9ef863557d13183b78b671,1631789.0999999999,16,244,1,109,1668624.087859
0x0014a4f88a92d3924a3f553dc51c290ce06ae125,1628267.199723,161,1542,0,,0
0xfd3dfb524b2da40c8a6d703c62be36b5d8540626,1615498.0712440058,0,,0,,0
0x0fab7f79b2c62565e1c98e457b72fe5d3bad53e5,1607417.6518019997,88,410,0,,0
0x5437cccafe796f0e23d9ff92da51999547f6ca71,1531736,0,,0,,0
0x78eb06f13cc29a3231a9256d21cecb452499c064,1506479.39,183,654,0,,0
0x057d7f78f59fa2005e7f817749e08a06df387e51,1487333.666763,95,554,0,,0
0x5a6939604233a5ce9a8e9a88a6f2334df2b9bd7e,1400000,3,393,0,,0
0x7e5ec580faa8d6dffba066f964768f178e810ba4,1306441.952784,440,396,0,,0
0xf933106ec3b94ebbe8aba63841dd2778bc157306,1279368.929644,2,341,0,,0
0xcf50ade4a0d8764f1afa19ffe1122d2278ca0274,1269861.1009570002,1363,421,0,,0
0x74e51c75cdbeccb37c19f34fa257bac1c713176b,1236054.488878,6,373,0,,0
0xc2aa8a8637970d2e4c7ee5548cb1746a61d7631d,1200001,99,191,1,24,1923233.487877
0xa5eb6fef4ec26cc99a1c61dd892b8deee37484b5,1200000.461049,208,2061,0,,0
0x49caa31dedb03009bbc3a478a4a97763ac63812f,1158273.17288,75,318,0,,0
0x872035cf471032369fa0b4d85cd440dca9b8aa55,1155590.9826830002,25,515,0,,0
0xf1e633125b19211a6c63793f5d6074af0bba3925,1152519.439842,3303,1158,0,,0
0x07c49c53e0f98f5cb5f754820ad5ed0c6ba9f4f3,1126629.224279,27,403,0,,0
0x30f7e21ff8c17798b2c5f4cc4f384813b2896cae,1113284.565,2,387,0,,0
0x7cd7a5a66d3cd2f13559d7f8a052fa6014e07d35,1100000,1089,611,0,,0
0xe23f87f4ee32be99802a91f60c9db734d47f63cf,1099472.3749290002,389,436,0,,0
0xc267da714ddb007bc198cb9bdb722c66e652c687,1073729.86241,5367,1288,0,,0
0xb911005251d69c832b413220530aae6c3a91f74f,1072397,112,709,0,,0
0xf1c3d0433b1016a7918ab51cb9a49f4b3df20b72,1060254.299043,115,546,0,,0
0xcf4cf5045554791fb0276225aa01ad1d17e7078a,1041588.538643,2,387,0,,0
0x9a6cdf8221636d503773aad48dd3998e4ae03a5d,1039965,480,1910,0,,0
0xe6def528984b6fbfa9ab694dce02af120416890f,1028838.0910740001,93,417,0,,0
0xe98b2e58bab4cf89c8d0f96b2745886b9b3c58f1,1008961.9515740001,143,292,1,61,1011153.328878
0x4dcc0ac6e73f0954cf14ec3e2f2725c034c647a9,1001912.274547,6,197,0,,0
0x0befb7789d1dbcd8d43c8e31e2d67001d09c54fd,1000108.0558000002,196,447,0,,0
0x59275149ee03ac34f8a94ea9063359bad5527a78,1000105.237782,203,386,0,,0
0xf61410cec750921ed5bd42dcc8d57f0e1a34d345,1000000.039387,39,94,0,,0
0xdc44cbc0fefa0529076b2aeaba05b61fe9be2a77,1000000,4,193,0,,0
0x6022908baf09d038d9a32471f7d194ec8ee15759,1000000,49,184,0,,0
0xe15e8dd950a217ced5d9ef7185aa3fccf87ce569,1000000,0,,0,,0
0x9424a0a79af0df6b726c811894d9c93b2a542f4d,999999.897571,106,200,0,,0
0x152f441c4d185bd74f7f8a6cf2c3f6fefd107733,999578.4798060001,345,502,0,,0
0x7405d0239e249afbe2d6c81322c7f04cacb72cb0,993979.1871110001,182,384,0,,0
0x75520128faa11447200d99b627efc254c479fc97,980944.952137,851,442,0,,0
0xb9ac3e01cf9f5c51392c5d05288c89e2dff94b13,978371.4409020001,60,330,0,,0
0x70fedb8c3cddc74f238dab098abf956a17936f39,967413.854874,318,216,0,,0
0x2f07b62bec58db347d5316a15f89858d19af76f4,957966.432841,6,369,0,,0
0x1eb2cc33255e2a803e982c6db527320a2c68d2f0,955426,155,354,0,,0
0xe9a3cb11aee3744a3304bb72de53cfb3ec140bf4,948540,5,6,0,,0
0x792bcdf64814022879a99f5655f22424979186c7,924107.300087,55,196,0,,0
0xf895ecb77cc7d11227bcc01cd73708e7a4fe299c,917811.462386,2,39,0,,0
0x03dd49e441579f8afcacd590efa7b0e4e02bf664,874190.610875,0,,0,,0
0x26edf0a09c0a816d620780f0c3424e058597b1e2,851617.491606,37,164,1,50,851839.268875
0x5169963e014912fba9db5e68810174973b8db1ae,847186.710457,111,459,0,,0
0x1bb9b20ecd32eda660daf59d317780ef462b1029,843411.8289,58,572,0,,0
0x05dca1dc4c3e3fad82798add2946fdcfd043e10f,840477.4,2,386,0,,0
0x7b8e4176f7f94ae8828e80c00ffbef456529d35e,831736,0,,0,,0
0x7d5024bfb6512211acb7521a76a8d60f8980fd7c,809643.688855,1729,685,0,,0
0x7959895e8b187bb0dcd433e0106287641677f57c,799236,5,304,0,,0
0x4077700625d84cf5c344db01d7f29c583de4cf80,793659.739833,11,499,0,,0
0xed2301d3ea01de5bd18f94a7f155c9a6a494af5b,792123.448256,5,3,0,,0
0xb788442a28ecf2e7ed0817b8ed5259ad343625de,761741,19,152,0,,0
0x2c0a67f088815f0b4e057d166b54b0b5e0225986,756253.104447,56,444,0,,0
0x38f71b6330ab921c4339370993d7f3979ec71039,739281.814127,2,387,0,,0
0xdad67ee76fd7b63edbf776c24fb1e42911e388bd,736229.0741000001,22,885,0,,0
0x4317e3e478a15c6a5787167206336b968d197f2f,728988.68866,0,,0,,0
0x87e6888935180a9b27a9b48b75c9b779bfec1f76,720093.632162,1944,875,0,,0
0xa77d32a353dc523ea375e750e109d574c951c52a,714443.039103,11,513,1,30,1480000
0x80629de4ea833c62597964fd1b09e9d097f9c2b2,681025.609227,2518,613,0,,0
0xe0e9afcda688646f87750b7bd45efcbe584873eb,666061.78343,15,248,0,,0
0xbe3c2d83fbca8a70f7d22c1057b041d8a2668f13,661330.3363269998,68,453,0,,0
0xfb239e0df3a98f6b728200c14cb364cfc61dc4bc,659960.204286,1062,1055,0,,0
0x6727ca3fecc183d911d87ed4c2962d5cabfbf2fc,657682.0781670001,19,490,0,,0
0x20536461a7460e6e9447445eee05f76a3c39629b,650000,14,71,0,,0
0xb61959b37aadff714af150580559858483459b8e,650000,486,1117,0,,0
0x59105fa5d6a6600e0f59769bd130f0b8afaf5b13,649980,60,456,0,,0
0xd79b497c9bdf6e0d0fd0e57b9d965d107eec6aee,649181.3306410001,94,1566,0,,0
0x32f5371ff1c114da816c6877e1c6ec1fc8af495a,644797.677333,306,618,0,,0
0x51a7ead10340af963c3124b026b86dd2807c2b1c,636211.298554,833,745,0,,0
0x15806d64fec840d7c3482d2172e625571e39c140,623761.299523,297,382,0,,0
0x3b640748d96c6ec3e0148d41a25a311042e5cd73,609978.764214,0,,0,,0
0x890904030baa70d27e15bfce345b3f65b62d5225,604979.441341,9,248,0,,0
0x6b45b74295ed34948df617da9ab360cb6cad4045,600510.370569,974,474,0,,0
0xf1c0dc910ecfb7260e97e79d9e89774dca231456,599726,3170,649,0,,0
0x0ea1e9ac50ec4d8db153580c2aec1c5ee13c0961,573759.4166969999,1187,887,0,,0
0xa4a499b71ebe68562fc7a430a031729a87d74242,550000,333,378,0,,0
0x3fc62f55caebc31c0ceb55a8b846c042a079dd8d,541887.774175,125,387,0,,0
0x5094ba3876449c4a0dd9cb161b645ce5cffab709,536785.505216,358,488,0,,0
0x1e6d25889ca68811cb834f7cce9c21267c25570e,535347.887005,808,387,0,,0
0x3137db6e2e4060e7fb619238b034032e1cdd4ce7,534389.8085990001,645,354,0,,0
0x4919f5da960edaf34b36473c05a543d4c18bfc15,531266.363282,362,1144,0,,0
0xb718727e7c8a4646d41d8b0be5e8e2c028b9efaa,530473.74116,645,474,0,,0
0x6de9f901ce72234736679641e5d3f97ce3a35274,528624.161277,263,376,1,20,528747.813733
0xf61d051cc7753f5ea2a1c1ee9000d935a11a0a3b,524212.97562499996,234,390,0,,0
0x5dd0eb7b28da436ed9439d9286472988c4c0ee83,516256.96459,631,1069,0,,0
0xc3bd2a15a2917b9de4ad57c81cf28bb6e453a21d,510000,0,,0,,0
0x9c82447bf8e06c39488e227d2a44ea103858bb36,506000,7,351,0,,0
0xb447bb59b31529904b4b3d5a17bc0bb055665c5e,500000,0,,0,,0
0x16e46dec73c0d372b461718869fba264ec08b137,500000,0,,0,,0
0x621589f3918f0214a2280a86f698bb4464ec20c8,500000,8,371,0,,0
0x1dd57e5db5a756003039ff41e79334df22168d4a,500000,404,1396,0,,0
0x180be2b0aad756b83923e30482ff20010852896b,499822,5,407,0,,0
0xa59de2e911e952f2eadfd29a263d1ef839850ff2,499267.231051,5,40,1,42,651341.2673480001
0xcf7b968f7c95fae13972b899ed38cc7cf92fa3ea,498000,48,911,0,,0
0xe21ee240dd72009422e911fc6155e924c6744f08,494538.50580000004,4,296,0,,0
0x74bd99d47ccfc1f369cbe9dd350ae971dd4d7f50,493992.51,15,376,0,,0
0x6f1c880a628cfd6a64bae820a6aa72bf8020b0de,483451.4351300001,17,23,0,,0
0xbed4dbd30fd3aed29c2d133fddb611f8aa517c6b,482621.713305,3003,331,0,,0
0xb2b60bce396499648acabf59c877e274e5279a47,479120.760148,181,601,0,,0
0x233c15fdf0ee4d84d0c9a5fa91acbea66055c409,477780.580569,166,508,0,,0
0x9b9bd4ff098aeac669084687a9c4b2cb35ee6475,477181.6584800007,0,,0,,0
0x3b8247040a6627aba98d9d9905870c44d91dd80d,475175.62872299994,793,724,0,,0
0x1e05913f4f6f19265b46a7df8c1de36a4fb8f7f1,469836,12,182,0,,0
0xac80a6115869bb7b5d4860aca012de8a608fe428,464284.57752100006,67,1466,0,,0
0xec3f2135cce7fa1ac619d89283600fee79067637,459385,5,311,0,,0
0x8cfc7042bf65b975c7e9740c246f630063719cc6,458442.572403,323,497,0,,0
0x656ab7cdf51230934752f87ff3cad0d78fe59940,443340.830575,194,423,0,,0
0xdd9436c6f9423a34e7c1a00e32cd8094184bcf2c,439321,53,220,0,,0
0x6d39d82a7e43dd567efc03ef28ee73663f2aa515,430000,312,737,0,,0
0xbace1e5f9cb38f56fa8b096e3fe940d9c34d189d,429706.988748,5617,619,0,,0
0x887a2ebe6dc68d15a57644f2fb1a0c642a82fe6e,427409.5652099999,406,608,0,,0
0x025134a887052262b1bbd3aaf710a74dbeb935ae,419495,0,,0,,0
0x1bb05ac6f7807928d7f5eb436f9b3ea3b4899886,414747.80818,505,459,0,,0
0x7c810c2f51c6cda3fc251bf3b6e9b32d437a3579,405622.469955,102,596,0,,0
0x83f15e2c040505bf48942e943b5b1eeb3d7b855c,400000,56,351,0,,0
0x63dbd79851ec6793d70981d18809d49fd14eba19,400000,0,,0,,0
0x237a4d2166eb65cb3f9fabbe55ef2eb5ed56bdb9,400000,0,,0,,0
0x2e34c8c64bb342b268480409d8500d4da3b5e491,400000,4,289,0,,0
0x501e9987bbf5140dab604f01c7f013aba6dd22b0,398632.412613,114,206,0,,0
0xe8185c38c815cb4b1f3b98bff3e9d82c3795722e,397295.793092,152,436,0,,0
0xf0994afb6c4172d8e229e25ee2d632cc6f88ced2,396667.452879,145,615,0,,0
0xdba66f423498a3acc2873f7b7e45dd199fd63ea6,391887.1711889999,101,615,0,,0
0x0bf51b6fabf521548afa46de42756e5fbb901dd5,391000,127,423,0,,0
0xe69ccebb22454149f787023fc4c21788849adaba,382480,3,311,0,,0
0x64b55f553a7648e8bcc1bd99136708d3f37917c5,377254,469,1551,0,,0
0xcf701308663a495637f4131f7d3644372e170e5b,369866.201129,0,,0,,0
0xe1d18ae098ffb1ad301e0609180f155b329a710a,366747.37656500004,5135,1716,0,,0
0x0b152d7b2c1b04b8d42672be3bca3c3c56402e1f,357762.61380399996,393,438,1,34,50000
0x28295c9585db3066e5a9b70024c81c8a3947e2fe,357162.826101,76,310,0,,0
0x8a552e8e9805b003bb1474bd1543c6e5c9591d6c,350050,53,746,0,,0
0x23f58d1223e05ee1976d76c908fa59882d110282,350000,3,224,0,,0
0x0f6bb13811a09a8d85cdd5726ceb1a6f60ff9d6c,342406.20379199996,0,,1,47,149006.870871
0x0028df46c51b40ffa21394bdb6de28562ebbe741,340037.91083,30,383,1,6,50000
0xb8394cec97de746d3d706e7309ed2058661e046a,337000,184,415,0,,0
0xffa76fd5667ef2862e83524db62e9e8ceb991f69,334795.922044,312,458,0,,0
0x4061d0f768c7ffdc8dbfd72a520861ddfdf3c106,333686.39133,65,330,0,,0
0x30fc4cc108ab7bf842c84521ef0979a45e7da214,329082.198856,112,833,1,112,60000
0x38921c6595394b8b0834c6516d7ed0ce8a8afb2d,325000,4,47,1,60,326015.375156
0x63a51949c0f0e9f1c63546f6aae6eb8ce93d8254,319900,28,516,0,,0
0x7aa13d2cc22936538283050ffb62bda7bd27911d,319051.253423,1902,684,1,71,100000
0x91bd1da1ec25e5359d563ba2bf5a5189fafe6c4a,314882.826392,0,,0,,0
0x752aaff974ee892777bb730191e84abdbe65776d,309142.5,2,105,1,76,150000
0x00dc3ddc4f32105510639292aebcd09c56368346,302359.349677,7,160,0,,0
0xc458cb30b63c9d5aadbbbeb9efff839960dae5f6,300000,7,376,0,,0
0x718b7f291bd4571077ca4debd89f0f33e8f407f3,300000,15,353,0,,0
0x60a287116bb328f5d753b6dc628c07a57ce25ce6,300000,136,577,0,,0
0xa1885d546b892989df144c85680f1106fbb75ce8,297917.779553,363,1324,0,,0
0x99d8a17b543dfe0815c89bb5dba1f4a17bcbcdfd,296537.650503,21,257,0,,0
0x93816fe09bb935d5844c421c87cecff340ae18ae,294455.867291,277,461,0,,0
0x8f45c2d94e9fffde3e1078259bbc5a211be8f5e7,291231.71931,1996,617,0,,0
0x534f36e5bd7f747dd18e1d1c711d4a579d85a716,287045.426192,96,369,0,,0
0x3106ae092801cd7941c165c945ed1a8760a80000,283060.630855,18,405,0,,0
0x9bb58bc2add9ae79db82be953bc9316179dfda42,280429.22285200004,61,448,0,,0
0xdacc0fd259ce0de2829b38a0765970e7ab65346c,277577.11276399996,2094,1982,0,,0
0xabc9b3af7ba302c60049dc826fb2532b37504196,277109.4,495,648,1,79,137519
0xad3844b1614fda88ab7bb02a806cafc87e5de2fb,273908.26347500004,137,513,0,,0
0x7aab5c914814c2f298ffe2b6b1d224ef6bf8e2a6,270182,637,477,0,,0
0x9dae308d470db9882023ad5daa6789ca987ea3c1,262489.140873,6,318,0,,0
0xf97696816a052578034c268d6e5b69045f19470c,262001.922271,20,163,0,,0
0x487bde77317120fc22a743861fe449fb3727067a,257232.952384,16,248,0,,0
0x0000000000007f150bd6f54c40a34d7c3d5e9f56,253300.000001,0,,0,,0
0x495f8bdacfbe7347131b7f8fd240d903daa2cc44,251420.835238,152,1251,0,,0
0x6264b7f05facadaf24b71a96e1df3f46a654b799,250499.67263299998,1050,908,0,,0
0x7263a7c2cc2aec9710011c756fbc51dcfa31bb7c,250000,14,153,0,,0
0xf931752781999f4adb797e52ae70c80dd275d6c6,250000,7,231,0,,0
0x9c23a373e3c5415764592815a1ab452cf2089fbd,250000,0,,0,,0
0x703af4684f155311796f1884e05a8096eda70202,245100,5,193,0,,0
0x8c56b1fe76de0cf0e61428c4b839645c2d351890,238035.900365,358,499,0,,0
0xaf9f967373c63d4cb40fcb6bf4f79f2b716e23b6,233869.17810500003,102,419,0,,0
0x0b3af837e19a836d16fe90c74e934894a6f875f5,232894.02712400001,87,291,0,,0
0x3e3f00cac27d556357b250e889dc7c027fb7942b,232423.912274,870,566,0,,0
0x1d44cbc8a84d14d893132f3b1889f4daa98d2bbe,228312.235318,39,469,0,,0
0xf3fc15612598a5a2e6ab4e9029e979f5ca74b179,224710.54155999998,316,710,0,,0
0x6f9424e7af8299dedbd0be7a6df0bd5e45ddae9c,222901.49849299993,1112,1047,0,,0
0x4e3f9fe856cf1d909ca2521b18ec5ae310d514a7,216258.164913,620,494,0,,0
0x0e7c381a918afa44276fe1b513cb1767046e05c4,216076.98815,296,1437,0,,0
0x230c40ff3dd28910a959fe135342ce9e8250ed12,215625.545494,872,985,0,,0
0x80e78f3887136d9460f5a7944bc6e185a03c8677,214883.693059,166,456,0,,0
0x46515111bee2d2a7ff4ba96aaaecb4d694a912fe,213836.954625,90,520,0,,0
0x97138c2302289deae993b7ff163aa7617595f616,212645.061939,864,488,0,,0
0x73d17b6eb5f0d88113d83d788d2b5a35ec5b1660,212341.137563,585,649,0,,0
0xf6602fff2f86e9d21bc566e3bdd7eb96763b3232,211730.51456200005,848,1526,0,,0
0xd4c825950b8e668f1f808927bc5c30e775143519,210085.86319300003,230,606,0,,0
0x1d951198094cac375f03431d92741d93630f8475,210000,80,532,0,,0
0x18932994f0b71773631aa9ecf905e5e44c50f32e,209450,37,450,0,,0
0x796c2d48e778d34f7b5220110dc88998b9956afe,204999.99939299998,242,591,0,,0
0x495a0a1435fd1bf54d281dc028bead3a182db032,201738.512482,822,620,0,,0
0x4cf82fe8e0072d546729d005b08faeeab8528cb7,201610.63346000004,651,348,0,,0
0x9eb4d8c14a49e8625ad7fb5e6e37deefe7dcedaf,201511.891223,378,1600,1,77,204213.093468
0x9e6bf04486cd9039d3e3d57fb01633dff13a9a5c,200000,49,775,0,,0
0xc0b19f395f2774409d7b4303adfa33d2b4449643,200000,109,352,0,,0
0xa260e339d4177256330449200ff5aba0c369b0d1,200000,2,367,0,,0
0xe1b4876b98b82d774431fd73278361d0e4e4481b,200000,0,,0,,0
0x6c8df45bc51b5a0dbdb14b8c9625f7307365419f,200000,24,401,0,,0
0x0560488c1367c0a3bf1dac1c724dc72042713959,200000,8,386,0,,0
0x4c5cc1c904e98a028a1560b367a02408a221da45,200000,19,369,0,,0
0xaf3fcae6da18116f39ef8ebfdbbca0413f754c61,200000,50,412,1,70,200987.512055
0xc16414ac1fedfdac4f8a09674d994e1bbb9d7113,199923.442234,6770,1087,0,,0
0xaa19c8dda8ab69530571debf3f5745d66498934f,199000,6,378,0,,0
0x0cd29621f8dcf1b140c4a15a2efb9a8b639da63f,196048.81865700003,229,1694,0,,0
0xd2b8cd30fdfe13c3102a9a03f10439af2f8ba946,193728.490853,11,255,0,,0
0xa37b3076c0d225bb5edea2275aacdb5475bcc189,191929.52061400004,265,481,0,,0
0x5a553830da7b698a40a76761afbf7de3e619a777,191239.749746,26,384,0,,0
0x5f3d68b286ba3212cbb1ebf030cef1e5736771a3,190820,48,494,0,,0
0x05be473f2e4ee189964aab47b512b04478e89bca,190475.149702,23,667,0,,0
0x66b0005033f355d63ebc3bbf79b2cd04b14427cf,190000,484,1740,1,48,190671.227782
0x644c969c1c20591e61ead2ee53e7a6c830214dec,184666,37,846,0,,0
0xdb38ae75c5f44276803345f7f02e95a0aeef5944,183537.0078389998,0,,0,,0
0x79302ccabf83f48f342a170916605c4bebd1ec62,180020.568934,63,380,0,,0
0x29cc28e0f6482e02af959a2fb172d5114f5c32b6,180000,6,256,0,,0
0xc50cb2dbefc56c7ceca21565c2e6d1dcedc2bdaf,177363,5,269,0,,0
0x9940599f35cec2cbdbb228be1e7f1bd71749de56,172504.075344,31,368,0,,0
0x3cbe564fae0c2e6e08813157ca7e5e80a2b1c62f,172000,137,387,0,,0
0xd0ded156ece850a66ce69546e156bbd3a58cc1cd,169987.793579,237,431,0,,0
0x9853d8e5a854ea17479a8aa65456aacd15c1d8d5,165195.262868,0,,0,,0
0x3d46d84ee1003a859c539c32e7bec51292c5eacc,164400,36,372,0,,0
0x5f1c6cd7094cdc74e47ceac349061ba7b6158fd6,163783.811552,644,584,0,,0
0xe00202834b1ff188bab671f2dcc7709743e5138f,160361.856541,19,35,0,,0
0x1715332aa0eb20a6ee92b59761157f9ef5617c86,160000,24,417,0,,0
0x33767ac28b65428619abc1419b96a215230f06a5,158200,9,269,0,,0
0x17246bfd808081d9cde754ee505c2bdf876d80cc,158000,55,1783,0,,0
0xa7ef83a3475fbcc732ed908d69fe9af3a380d78e,156249.863074,77,449,0,,0
0x722c6f7615a5c9354d110f814ecd464a057dd08c,155993.93394000002,136,615,0,,0
0xd96382ac012109280eaa6f7081c4a02f1cca51bf,151808.499104,29,709,0,,0
0x0a9972b72910b8668755d0dc016ecc68d1cbbcca,150539.574998,789,618,1,68,222777.741108
0x93682caf7148a7bc8911437122265ceb2832ca1e,150000.000002,446,488,0,,0
0x6425732c335759f0436fc6e6c19b075d8b979b42,150000,4,237,0,,0
0x9681319f4e60dd165ca2432f30d91bb4dcfdfaa2,150000,1439,615,0,,0
0xcaa2e188e32ac01bd644dcc73864015ca62e5c45,150000,2,116,0,,0
