hour,n_withdraws,n_wd_wallets,outflow_usdc
2023-03-16 00:00:00.000 UTC,5,4,274870.543812
2023-03-16 01:00:00.000 UTC,2,2,15204606.556292
2023-03-16 04:00:00.000 UTC,3,3,3461459.3
2023-03-16 05:00:00.000 UTC,2,2,850380.020349
2023-03-16 06:00:00.000 UTC,6,4,2344555.13015
2023-03-16 07:00:00.000 UTC,4,2,78977.441473
2023-03-16 08:00:00.000 UTC,1,1,120000
2023-03-16 09:00:00.000 UTC,1,1,903779.82
2023-03-16 11:00:00.000 UTC,3,3,763414.571759
2023-03-16 12:00:00.000 UTC,1,1,415207.5
2023-03-16 13:00:00.000 UTC,4,3,5516302.241869
2023-03-16 14:00:00.000 UTC,4,4,314346.460288
2023-03-16 15:00:00.000 UTC,5,5,65401366.875018
2023-03-16 16:00:00.000 UTC,5,5,1042529.7292000001
2023-03-16 17:00:00.000 UTC,10,6,23570589.87253
2023-03-16 18:00:00.000 UTC,5,3,1206211.651468
2023-03-16 19:00:00.000 UTC,4,3,115375.54758
2023-03-16 20:00:00.000 UTC,7,6,5542729.238061
2023-03-16 21:00:00.000 UTC,2,2,3236571.046306
2023-03-16 22:00:00.000 UTC,4,4,1778621.725759
2023-03-16 23:00:00.000 UTC,3,3,10210000
2023-03-17 00:00:00.000 UTC,3,3,455938.285594
2023-03-17 01:00:00.000 UTC,4,3,82012.5
2023-03-17 02:00:00.000 UTC,11,5,3205179.0561180003
2023-03-17 03:00:00.000 UTC,4,2,114000
2023-03-17 04:00:00.000 UTC,2,2,1037331.9386400001
2023-03-17 06:00:00.000 UTC,6,4,700736.84314
2023-03-17 07:00:00.000 UTC,1,1,259010.730431
2023-03-17 08:00:00.000 UTC,2,2,544263.7008219999
2023-03-17 09:00:00.000 UTC,2,2,37059.375024
2023-03-17 10:00:00.000 UTC,4,3,1151661.126523
2023-03-17 11:00:00.000 UTC,7,4,217251.783705
2023-03-17 12:00:00.000 UTC,8,4,11799468.370653002
2023-03-17 13:00:00.000 UTC,9,5,1126776.75174
2023-03-17 14:00:00.000 UTC,4,4,761176.641999
2023-03-17 15:00:00.000 UTC,9,5,5196747.304383
2023-03-17 16:00:00.000 UTC,4,4,4931288.282993
2023-03-17 17:00:00.000 UTC,3,3,280001.260856
2023-03-17 18:00:00.000 UTC,4,4,14650182.226917
2023-03-17 19:00:00.000 UTC,6,6,2205927.375984
2023-03-17 20:00:00.000 UTC,2,1,79000
2023-03-17 21:00:00.000 UTC,9,5,4179286.3583500003
2023-03-17 22:00:00.000 UTC,4,2,4030000
2023-03-17 23:00:00.000 UTC,5,4,2668894.885402
2023-03-18 00:00:00.000 UTC,4,4,59746.665618
2023-03-18 01:00:00.000 UTC,7,6,1527171.769599
2023-03-18 02:00:00.000 UTC,3,3,1204552.6788850003
2023-03-18 03:00:00.000 UTC,8,4,1780441.33371
2023-03-18 04:00:00.000 UTC,3,2,5448134.413935999
2023-03-18 05:00:00.000 UTC,3,1,28889.212457
2023-03-18 06:00:00.000 UTC,2,2,520124.767496
2023-03-18 07:00:00.000 UTC,2,2,7670.660597
2023-03-18 08:00:00.000 UTC,2,2,3261075.80338
2023-03-18 09:00:00.000 UTC,2,2,5052.154283
2023-03-18 10:00:00.000 UTC,2,2,22200.643884
2023-03-18 11:00:00.000 UTC,1,1,2999.7
2023-03-18 12:00:00.000 UTC,5,5,565841.408035
2023-03-18 13:00:00.000 UTC,2,2,65000002.061684
2023-03-18 14:00:00.000 UTC,3,3,568431.537245
2023-03-18 15:00:00.000 UTC,2,2,82983.712396
2023-03-18 16:00:00.000 UTC,2,2,184383.863108
2023-03-18 17:00:00.000 UTC,6,3,33877.338276
2023-03-18 18:00:00.000 UTC,10,10,29377985.031934
2023-03-18 19:00:00.000 UTC,5,4,12428914.330125
2023-03-18 20:00:00.000 UTC,2,2,40232.220539999995
2023-03-18 22:00:00.000 UTC,1,1,86552.656195
2023-03-18 23:00:00.000 UTC,4,2,387595.637583
2023-03-19 00:00:00.000 UTC,7,3,675631.41
2023-03-19 01:00:00.000 UTC,2,2,18649.129673
2023-03-19 02:00:00.000 UTC,1,1,1004.317609
2023-03-19 03:00:00.000 UTC,2,2,450137.42903400003
2023-03-19 04:00:00.000 UTC,4,4,301607.891413
2023-03-19 05:00:00.000 UTC,1,1,1011.182401
2023-03-19 06:00:00.000 UTC,2,2,111995.719692
2023-03-19 07:00:00.000 UTC,1,1,500470.81413
2023-03-19 08:00:00.000 UTC,1,1,601.510918
2023-03-19 09:00:00.000 UTC,1,1,202
2023-03-19 10:00:00.000 UTC,1,1,11998.8
2023-03-19 11:00:00.000 UTC,2,2,4815.628559
2023-03-19 12:00:00.000 UTC,1,1,36872.734793
2023-03-19 13:00:00.000 UTC,1,1,15000
2023-03-19 14:00:00.000 UTC,2,2,15005.738807
2023-03-19 15:00:00.000 UTC,2,2,6149.38939
2023-03-19 16:00:00.000 UTC,2,2,498547.557687
2023-03-19 17:00:00.000 UTC,1,1,905281.851052
2023-03-19 18:00:00.000 UTC,2,2,164008.236232
2023-03-19 19:00:00.000 UTC,12,4,713003.89017
2023-03-19 20:00:00.000 UTC,1,1,7245.022536
2023-03-19 21:00:00.000 UTC,7,4,188222.422758
2023-03-19 22:00:00.000 UTC,7,6,214795.860151
2023-03-19 23:00:00.000 UTC,1,1,3010.620749
