owner,bal0,tx_sent_count,wallet_age_days,ran,first_wd_hours,wd_win
0xa4a499b71ebe68562fc7a430a031729a87d74242,550000,476,682,0,,0
0xf731f4c74eae61dfa88e0b6a13f9d2624bf2b16f,544054.070053,2972,1888,0,,0
0x3fc62f55caebc31c0ceb55a8b846c042a079dd8d,541887.774175,125,691,0,,0
0x5094ba3876449c4a0dd9cb161b645ce5cffab709,536785.505216,401,792,0,,0
0x1e6d25889ca68811cb834f7cce9c21267c25570e,535347.887005,825,691,0,,0
0x3137db6e2e4060e7fb619238b034032e1cdd4ce7,534389.8085990001,680,658,0,,0
0x227769a20a049ca6a5d396b78abce220597302ea,529991.458999,2,26,0,,0
0xf61d051cc7753f5ea2a1c1ee9000d935a11a0a3b,524212.97562499996,237,694,0,,0
0x5dd0eb7b28da436ed9439d9286472988c4c0ee83,516256.96459,846,1373,0,,0
0xc3bd2a15a2917b9de4ad57c81cf28bb6e453a21d,510000,0,,0,,0
0x9c82447bf8e06c39488e227d2a44ea103858bb36,506000,7,655,0,,0
0xd7925984736824b4aecf8301c9aee211cd976494,501652.800744,2000,1973,1,136,3790.57892
0xfa42466bf06dda146ad31e5ac2b9b225fc734c36,501000,37,402,0,,0
0x1dd57e5db5a756003039ff41e79334df22168d4a,500000,476,1700,0,,0
0x180be2b0aad756b83923e30482ff20010852896b,499822,5,711,0,,0
0xcf7b968f7c95fae13972b899ed38cc7cf92fa3ea,498000,48,1215,0,,0
0xe21ee240dd72009422e911fc6155e924c6744f08,494538.5057999999,6,600,0,,0
0x74bd99d47ccfc1f369cbe9dd350ae971dd4d7f50,493992.51,25,680,0,,0
0xb718727e7c8a4646d41d8b0be5e8e2c028b9efaa,492855.754967,764,778,0,,0
0xc98e8cec6696b42eea3c6b692bfa89db8837bbd3,491320.39999999997,10,347,1,34,250000
0x0ca5a04835a805676f1221bd2edb052195e6f90b,487822.291991,765,1724,0,,0
0xbed4dbd30fd3aed29c2d133fddb611f8aa517c6b,482621.71330499987,4750,635,0,,0
0x233c15fdf0ee4d84d0c9a5fa91acbea66055c409,477780.580569,241,812,0,,0
0x3b8247040a6627aba98d9d9905870c44d91dd80d,475175.62872299994,830,1028,0,,0
0x1e05913f4f6f19265b46a7df8c1de36a4fb8f7f1,469836,44,486,0,,0
0xec3f2135cce7fa1ac619d89283600fee79067637,459385,5,615,0,,0
0x8cfc7042bf65b975c7e9740c246f630063719cc6,458442.572403,345,801,0,,0
0xe93229332b613ddd385234c5c57a1299d2ae0b39,458325.673747,20,156,0,,0
0x7b3b0810f7b565194b86a79ef27d0975473a5f54,445262.815888,0,,0,,0
0x656ab7cdf51230934752f87ff3cad0d78fe59940,443340.830575,201,727,0,,0
0xdd9436c6f9423a34e7c1a00e32cd8094184bcf2c,439321,57,524,0,,0
0xb5445fd92d56241592086ee7445f3ea54510ea96,438692.3,51,23,0,,0
0x6d39d82a7e43dd567efc03ef28ee73663f2aa515,430000,498,1041,0,,0
0xbace1e5f9cb38f56fa8b096e3fe940d9c34d189d,429706.988748,5813,923,0,,0
0x887a2ebe6dc68d15a57644f2fb1a0c642a82fe6e,427409.5652099999,437,912,0,,0
0x025134a887052262b1bbd3aaf710a74dbeb935ae,419495,0,,0,,0
0x1bb05ac6f7807928d7f5eb436f9b3ea3b4899886,414747.80818,645,763,0,,0
0x1de5864a92652c411a2832bdb2a1ff080b48b577,409148.912963,154,598,1,47,412170.226044
0x83f15e2c040505bf48942e943b5b1eeb3d7b855c,400000,56,655,0,,0
0x2e34c8c64bb342b268480409d8500d4da3b5e491,400000,4,593,0,,0
0xe2c8f362154aace6144cb9d96f45b9568e0ea721,399999.1,543,486,0,,0
0x501e9987bbf5140dab604f01c7f013aba6dd22b0,398632.412613,285,510,0,,0
0x07bab67a3aad03413de50417142f65fd5ad77687,397673.69851599995,0,,1,63,949741.700422
0xe8185c38c815cb4b1f3b98bff3e9d82c3795722e,397295.793092,173,740,0,,0
0xf0994afb6c4172d8e229e25ee2d632cc6f88ced2,396667.452879,145,919,0,,0
0xdba66f423498a3acc2873f7b7e45dd199fd63ea6,391887.1711889999,102,919,0,,0
0x0bf51b6fabf521548afa46de42756e5fbb901dd5,391000,183,727,0,,0
0x68de4e7e8af827fee5c978017cdb7df4eafb40a8,386374.926009,37,1099,0,,0
0x420394563f1e41267ddf44ef2754e9ce28ffcba0,385996.8,11,112,1,115,1492923.841024
0xe69ccebb22454149f787023fc4c21788849adaba,382480,3,615,0,,0
0x64b55f553a7648e8bcc1bd99136708d3f37917c5,377254,474,1855,0,,0
0x4919f5da960edaf34b36473c05a543d4c18bfc15,375266.36328199995,510,1448,0,,0
0xcf701308663a495637f4131f7d3644372e170e5b,369866.201129,0,,0,,0
0x83acf9a12c232fb8164185d212845bf4a0c47c26,369349.96493899997,26,119,1,96,371620.473666
