bal0,first_wd_hours,owner,ran,tx_sent_count,wallet_age_days
280.0,,0xd63c9d4a23459b32b4e59002bd48bb1b9faf94ed,0,42,498.0
999088.4812159999,,0x7ea90af38397575a372e36bdc0f5970fb512fc7f,0,216,93.0
1050.0,,0x99b419a9600849f5d8658342932434484c71155e,0,85,885.0
10000.0,,0xb4a35ae53d4d032c5ac113641254c30cb50ddf08,0,15,33.0
100.0,,0x1f0c389cc25d1bab8e0818c4748a759de643a0d2,0,10,22.0
1134.667333,,0x9957d6f3d37382c59db20e3cabe3e4540b52bba2,0,298,677.0
700.297618,,0x75c19f83037be20fadb29af071aee7e026e1cdfd,0,332,85.0
1492.624644,87.0,0xa996fa3937c39d4d83d342a9ff19c2ab75133aa4,1,74,98.0
100214.03876600001,,0x36898cd9393ec43954ff275667bc8c48411bc206,0,70,76.0
2000.052757,,0x20ab1d2ff84e253c40dbce57a59fce70140aae15,0,24,488.0
48488.452134,43.0,0xbbe8b45aea6620fd1f85da6e03b957d58885de3e,1,202,925.0
76400.266618,37.0,0x517e83689a42c6251fbc0283463431b0f3c408cf,1,20,35.0
188692.14410499998,,0xb5f089f77328061af7332c435b3b8d9aa772a408,0,399,775.0
471806.740775,,0xafed43deeb9a1aa51f62f46ac1aacb42bbe16215,0,13,387.0
25836.017882,115.0,0xcb8b874903aeeffb73a15d908f310c17e30b8312,1,30,159.0
100000.0,56.0,0x5bc47f368633db0f57626a51d6f3e1a2a7c5c77e,1,21,79.0
103.327164,,0xc13da0f3701cbfbba6744e513ea9d3eabdc1c588,0,64,663.0
3000.0,,0xa0f77c56b545818b64646e2de834b044573ce078,0,257,1109.0
2727444.076576,72.0,0xf90a295da359c27ea2d659678cda4f40103c5d9a,1,599,614.0
400.056547,,0x0851e46d09bc62a1355693512e180412e9c73dac,0,25,49.0
130030.541811,46.0,0x594f7ea831b715f8da52bab5425373dd681362a7,1,627,370.0
1000000.0,49.0,0xb2d3ad6e99d2a043ef77e3812461ad2d4ae3da8b,1,150,516.0
7950.196001,,0x3451811f5cf521faef914b58cc69ece41cd61ca7,0,5,29.0
45029.08235,,0x1b2e6c79a0b9a1f19234d45d9a8db9ee57bc0b14,0,200,1835.0
499995.8,51.0,0x9047c4d4e45794362a271d0526d27f802d7f33e3,1,3,23.0
