owner,ever_borrowed,n_borrow,n_repay,net_open
0xac0fe9f363c160c281c81ddc49d0aa8ce04c02eb,0,0,0,0
0x621f8bd31016be97a578cdb01fb619168f951581,0,0,0,0
0x6ee43ebbf8cb81805cfdf7b8feed0777726ec55a,1,7,2,5
0x201d9eed4bd25a5f53b2728d7a13b3aaab3db08d,0,0,0,0
0x778b93f1e7cac191b302bbf6233879749699dc04,0,0,0,0
0xbd3e64354343db4d6ed0bf3bc083a5a9beabbb9c,1,1,2,-1
0xda874f844389df33c0fad140df4970fe1b366726,1,29,0,29
0x357b7e9acd156c0f930b75c6ae6a42f3d9173042,0,0,0,0
0xdca22d3fe803736f564f2122b77709cde560f9c1,0,0,0,0
0x31a1244a550979579355a448438108f98bfc8123,0,0,0,0
0xe5e00585b1d3ced4a00acd6c7795830fc5555661,0,0,0,0
0x2193ed5e46874a48c04f3f7adb9943fe42153541,0,0,0,0
0xb196b81b18f55c4719754607d51f7163aba835ee,0,0,0,0
0x727da77e0b3a0bdbf30856df052552e6787f4aaa,0,0,0,0
0xda64c16acfe6c0efa24e4337e2124646c8a0eea2,0,0,0,0
0xe20650cd876a297ab099968a6996ec542abebf10,1,1,1,0
0x3f0b264a1732b86ee886e801a553cd85e43af151,0,0,0,0
0x7d7c319a929f95c9371333ac7cbb5787ec31d6bf,1,5,2,3
0xf42812737cb26bb4b361140dfd6b0060dd2978e7,0,0,0,0
0x7c268efc98762edacb318c1226fb73a5b5b7cf95,0,0,0,0
0xad787c3b0e44d42234d0d47820940a005730987f,0,0,0,0
0xa8fcecc7c8a16c3936f85e0b7fcac99ee51b4ff8,0,0,0,0
0x2cf3448b226f2599ee7d5f10c35791014e63aa90,1,3,3,0
0x025134a887052262b1bbd3aaf710a74dbeb935ae,0,0,0,0
0x43b2e377e60305df3e23e1dbf9df2c0f2ba44cda,1,6,6,0
0xe78b0aa223243ddc88cfebc2cea7d58090bd9f3c,1,4,2,2
0x53043fdfb395bed69da89f8566bbefd3342f279e,1,1,1,0
0x09c64a95c610e7bf78ef481ea9c4bf6756ad5351,1,1,0,1
0x0922254f4068ee1ebc152bbf4bbd243e403f7bf9,1,1,0,1
0xe630c679d1834355079070947b39bca657e54d3c,1,1,1,0
0xa571531c60b20e90d7edf242f5c901cfcee660f0,1,1,1,0
0xfe65855a3bac7b2485b7b05c873b6fd1d369dc0c,1,2,1,1
0xce3a1f4030e50dc112edc3eb9004396f4cc8df8f,1,9,1,8
0x76f4eed9fe41262669d0250b2a97db79712ad855,0,0,0,0
0x863d2c9d1aa4bb8bc86a0cd883f30a1cd11d5bab,0,0,0,0
0x43924393507ac80e2012565f788460256c630850,0,0,0,0
0x47d0f092f0b3fe37b41e1dd40411263b796e0cb3,0,0,0,0
0x4c8f8089607ba1d370c7c62743a309bcb01d1eec,1,1,0,1
0x9d66d6b226b69e3940278feffbd0df0018e34e73,0,0,0,0
0xbd1c2a8a6fdfa618286009ad7164825fcf282b0c,0,0,0,0
0x20043d364e650318c129108b3db625a1069778d5,1,1,0,1
0x95fc03d96396f1dac5b505c142b828d9b91f4c66,0,0,0,0
0x91a0cacb38470b50e3117f114762f605c06a1c08,1,1,1,0
0x17e033bdf1b0a9b2fc0d0d270fa8a1e5e460b782,1,2,4,-2
0x69ed884522820266f6d50c0e71e7d90ec4048cd4,1,1,0,1
0x17ab024a355d2d68625d6b42af73a47026c5a297,0,0,0,0
0xceb05da6b9803143b9a44d4cdcebbea73eb52614,0,0,0,0
0xb9359b722515ad029bc89bf2019e7dd189fd1bcd,1,17,19,-2
0xddb0bc7fa011294fb0beb07c30400472926c3d65,0,0,0,0
0x42d4c4c04495699ff4fa2e19299201ad9cf36377,1,1,0,1
0xe8ef0430f775ff0c1cf4b4370c017a1d1b7a0907,0,0,0,0
0x274ccef05d7ded7017a52b89689f6c0e950fc555,0,0,0,0
0xfd2474642e1af57b05cd33dc0211f07e590a2231,0,0,0,0
0x365595ab460cb664c77d4e038c9051f09d781065,0,0,0,0
0xd18e05591fcf924814f744f4e996f2152e44dcd1,0,0,0,0
0xafa500d89ef56822ec8190554ee710e05a1969c1,0,0,0,0
0x88812d0058dfd0ee7a93b35d624557a64613ca2d,1,2,2,0
0x5d406694904466d91476172123b2248c42469717,0,0,0,0
0x55064eb290d12bb5f6f92741dfc0f64d954a6470,0,0,0,0
0xe2759ecded268614a6911b3aa302d417efc22cad,1,1,1,0
0x92eb25bb2ebd917b1a747e6bceb448714aed7479,0,0,0,0
0x0b12cbf0aa775491cd26a1834ced59d2c0a0420b,0,0,0,0
0x30303430c53ed85236b8e7b7fbb47c4ecaa1589f,0,0,0,0
0xcc78aee7230ec54290931ccc986a2de2c0dc4d5f,1,1,0,1
0xc5b41fb105883bcd59ceef072b5b6bdbc5df31da,1,1,0,1
0xa9905a013ae8263b14894e227b03cf9c73e07502,1,14,9,5
0x42b2d88a432ee9a025448942e62e0b84511a5f89,1,8,3,5
0xfdd2a69d170fca29399d29f3c173885220e6cece,1,5,2,3
0x416d7f3823bc7d8dbab00056ede0325e52f0a5c2,1,7,11,-4
0x392a25efd0b0aca12595b00027e52d7d9e465875,1,2,3,-1
0x69b47e91e2eea2525770ed93f6115b9d8f4fa132,1,24,5,19
0xba457d79ad41b259eedd3de6d0cd77d93dd72190,0,0,0,0
0x7e341e97029ddd5940057dc9dc3e59a54e5008e2,0,0,0,0
0x5cba95d4d73bd4142486b65cf2b484c5dbbecf37,1,1,1,0
0xa41f3be8f4629bd371fbd71e118c5a330211131c,1,1,1,0
0xed5ca849ff06b502457073c14b6570f932ff4bd5,1,3,4,-1
0xed3d7456997d9af7d284230b5017b35d140da798,1,27,26,1
0x674f4288b6bf1ff66eae0ab42edc5378c0c72429,1,1,1,0
0x300f8e3bec1e7bbbd03c6651811c3fa0178a3962,1,8,1,7
0x205f0cb9ee0cebe04ee640ef646ebf89a9e0d86b,1,3,3,0
0x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550,1,1,0,1
0x00641ed1aae8a9700fd3fd4d899f2577d1ae6b22,1,11,6,5
0xd1e34cbcd7a4758ccf4d28249e8cb13748bac556,1,3,1,2
0x92b964b8b4b640e7fd3b51f5fb300aa036acf047,0,0,0,0
0xa75357d34987fc7619e09eb6059de1f025f17ba3,1,1,1,0
0x5de5ad523572b2922b29231c07c42c00cf8f5ccc,0,0,0,0
0x9ccf93089cb14f94baeb8822f8ceffd91bd71649,1,18,15,3
0xdabdab6115d32136d0e663a5d0e867923a923eef,0,0,0,0
0xe40ad7d12113ba1026780dd1aa0e2fc499f97a2e,0,0,0,0
0xf97696816a052578034c268d6e5b69045f19470c,0,0,0,0
0x4432e64624f4c64633466655de3d5132ad407343,0,0,0,0
0xc293cc01e645e67e7a05985a4ad3520ea1a45ded,1,1,0,1
0xe23e5bb0d7bbfe16b6e4f9d64ea4ad60f0738368,1,3,0,3
0xf000ffdf9e35284a2cf7572cfa1b80b75e3e7ab6,1,2,0,2
0xb0b1babf19dcefbeb9018288203a61f44a4c66df,0,0,0,0
0x8fa9d5d64c139be6531243134792e260b7a9c5db,0,0,0,0
0xbbbc19efcd5d12d3ef9ed397f15b657ec70584b6,0,0,0,0
0x33ba32b6268c360a62f2aa0444eb438640ed3875,1,17,1,16
0x077fb615bfa79bb3f3cd032710e331a167b68d70,1,2,1,1
0xec4c9e712e9f60369fb805e55f87e43cce8ef484,0,0,0,0
0xf13a10ba3a2e68ef1589c7cc3cd2472e1bfc711a,0,0,0,0
0xcea6ac4d913ac4ea3528c58770b7efcd95c67d1b,0,0,0,0
0xa9b2080ec52f3a99af79b9d3e6bf2b7cdd507414,0,0,0,0
0x13d0a01820336b22a6f7c64a72c64fe7b7a12858,0,0,0,0
0x0157f4b4b9ede3fb0cac9cc703e4420fc46a7326,1,6,0,6
0x201593af00d2f0ed9cce20594929d3f76fcb3f71,0,0,0,0
0x07c65d7b604a040a93ae6e920c4b3eee69f49218,1,1,0,1
0x942fec89e62c34ecfb26694654bec567fbdf68b5,0,0,0,0
0x36cd58cbc7e7918cdc93da345504162130043ba9,0,0,0,0
0xd172bd625a2ee9b10f2451e0b6351e4aa0c96390,0,0,0,0
0xce9a296c294a9f82732d1e15caf2125ee2bae9af,0,0,0,0
0xdb1e75c64179a04289c7bfa45e3276877b9f1138,0,0,0,0
0xa9e734d87d9ce594edba80ad270ab911d6a90fec,0,0,0,0
0xf1c5d7329ebbf54a6bf6d52e6796ac5516e2bacd,0,0,0,0
0xe4797e3e062b799a203fda426f916878a9f669cb,1,11,1,10
0x6a7dc166975e25098fe30c26242517d9dba1f771,1,24,13,11
0xe60936022b8ecb45e75f07eb5922080dd1026efd,1,3,1,2
0xf65a7567d7b22e11934f8d8f79b8da42383790d5,0,0,0,0
0x5b9de3b52b41971f31d0e19cdad388fb216a88d1,0,0,0,0
0xf6bc7583a190723b383f77d3d221192e2bf83a0f,1,1,1,0
0xb365b9c131eea0d0c5709b306038d94624e3959c,1,1,0,1
0x53dea0384df562461b9a1ebe2397b29e636a295a,0,0,0,0
0xc060a07422cbd2b2f14e1b72134101f7b2b10d8f,0,0,0,0
0x1f1ed8873fede0eef7c0cc1de6ca02c6b351a4ae,1,2,3,-1
0x542066438ab9f7676f483913f2b6cfed5dd9d77e,1,11,2,9
0x26848770e65bc4d9bfc44add10d15bc212a185a9,0,0,0,0
0x1865e4314f479aa1062bf39e3f5c224bdea63f16,0,0,0,0
0xac848276b10b2364fa06c206ee1d059accd17412,0,0,0,0
0xe19a46bcde04a56ae8758ffd30525ba1ca59df7b,1,7,10,-3
0x03b5805ea69330f7e437d1380912da71a5002786,1,3,7,-4
0x571586f250417c232c3fe10e88213413cedcc250,0,0,0,0
0x5286aa8e361a3e2042d9eddcd0404d5a6d50bbd5,0,0,0,0
0xe3410259bf207a0767497a4c203b117705bbc3ee,0,0,0,0
0xd58e72dc32077907f9a20c37fecd306f2a99ffe7,1,2,0,2
0x524b7c9b4ca33ba72445dfd2d6404c81d8d1f2e3,1,1,0,1
0xe85b97434e4844e3900be982583bb9ceb3bc4864,1,3,2,1
0xa8dd3191e55cbc76a99d38f97581881c1e0afc17,1,1,0,1
0x425bdb91a4394c7c9902d332e4775db3c49f1811,0,0,0,0
0x33d1d08ce091a65b7c7e12e558869bed6b4af64a,0,0,0,0
0xc55b8da10e52e9f7bf464f4c85a59f686dd7d772,1,1,0,1
0x88a49820cd82f76e5ea051667cdf3785d444eb6d,0,0,0,0
0x4d03aea34ffefd6af6cc154b3f03501ae083fb92,1,1,1,0
0x6d861027da83e24a9729b2c6bb0b06fca5fa824b,1,1,1,0
0x0be64be19294c5a971822b5eee8c9a0881bfe9fa,0,0,0,0
0xcda91aef2fa70444781041ec5f93195e368512cf,1,3,1,2
0x2e1b75b56931525ebe63d56d760e6696a9b23796,0,0,0,0
0x91fe6d75a477d93e6210342a303e45da29b66076,0,0,0,0
0x643b8e5051bd6f8a320d0a36c749f5eb7cb5d785,0,0,0,0
0x7568614a27117eeeb6e06022d74540c3c5749b84,1,1,1,0
0x86104fc6adc94b16d7997a89b7078ca808aa999d,0,0,0,0
0x8959f35adea1b24b0b5de98a7366278e35b760bf,1,34,20,14
0x46a7eda66b22c80a0beadcd03e7d59c20226b300,1,1,0,1
0xca41a5fccf73d0793bdf8657ed4010ec40f10f2c,1,9,8,1
0x2f8e3f9814fc8d8d77a581738955ad22ae50e0be,1,10,7,3
0x65f26954f3014f4356876cb1806a56258f6965e8,1,6,4,2
0x104965b9c080d31ef3028d0a04653cea46d7c4dc,0,0,0,0
0x67a828fcdcace3500e3e0600f3bad22137100630,0,0,0,0
0xb5c4402ff7cbe97785dddc768c4e3a4f033474fb,1,25,28,-3
0x31a42bf4a8253db78044974dab905aca09254688,1,2,10,-8
0x8a70b9fefd03d8c54877bc26203a87f253266fc8,1,5,16,-11
0xff8dd1bcdeed1bf3d914ca169e65f8aaf739d827,1,1,1,0
0x2b4d259a8f6e765ad881c4c1d04045d629da01b4,0,0,0,0
0xd98014be6e16ecdcd52a5fd8d6ac0c2f4cc8b95d,1,7,1,6
0x1032ffa8a8a0abb6134839f8c4a1944c91a8a68a,1,7,6,1
0x28d38bcd863910ed765a6b0d6a1ffaf7e2720fd5,1,2,3,-1
0xb7973c6d5209b1bf5c198789830b67d5fe340dad,0,0,0,0
0x7e3a74ab669d4c5f411940e97d1c29db3d39e950,1,1,1,0
0x64c18b6d768edaee9c0428ce36c5629882ec8a65,1,1,0,1
0x7fad9a8e43d511732624d3766cf16174282d4e6b,0,0,0,0
0x1e86044468b92c310800d4b350e0f83387a7097f,0,0,0,0
0x78b22b2256f057980c500e2bd26053e10ae7e581,1,1,0,1
0x608d24e5eb8e7c9e274e14f73f161db0276926c3,1,16,9,7
0xc9380eb3ba8a6d02db426119942a25eead8a12e6,0,0,0,0
0xf1a3490297eea896a6521b2a096e4ec839bc79a2,0,0,0,0
0x7a56043761cd6e211c8d275c91ff3339187c522f,0,0,0,0
0x203dd71d893ac0ccb893e192d513003c6ef556ef,0,0,0,0
0xe4e6c5c7433d10ed6a5d5c73bc2b0716324a5ad6,1,51,18,33
0x3b8bf7443d0b6b8d426fd468b8a8c74a3911b956,0,0,0,0
0xf5b91910b498eb7867effdb1e80d7b5ce78b40cb,0,0,0,0
0xe22647c7596c3459154039cfa37cf539c5ca57ef,0,0,0,0
0xf53a90daa7b688cbb87e92271407c77edbd0f511,0,0,0,0
0x3f79985f8b032f61553954d4746fa060466a587a,0,0,0,0
0xb329748ed21105b08fbfddcdbf7d1751e78f3950,0,0,0,0
0xe031d8ec7087e411d6d7964b42aaff7b4b754a4f,1,5,4,1
0xc797e9b7b99d1b0020b640be930169d908dbe72a,1,2,0,2
0xb139e45b71d9f112123bd5851b4a4c83ecefbab2,0,0,0,0
0x2e307ceab1b4c5f4cac508e3b13c3dbfe86a3c81,0,0,0,0
0x729d4d41e04ebb2377c27852e09861fc5ac16f80,0,0,0,0
0x7210bab8e6b854631fba551408379ad70fd4f124,0,0,0,0
0x7df6a605569051a21f77d4992f005b39c8e25d51,0,0,0,0
0x7b26d40b69b5f542fe6aea893795e2a518cc44b9,0,0,0,0
0x7c1dbd14968b6a454783fe59a7e4f9483f1c03f1,0,0,0,0
0xa950ac3c570937e47dcadeee7ba266be8d00aeb3,1,6,3,3
0x1280f4e55c1b5fda75f8ded9daac1d32f77bcc07,0,0,0,0
0xb75c89c0d63602ccd3ec2b9ae29d82690b9d98be,1,2,5,-3
0xdb14d928208f0525699efdee05eb176ee3310637,0,0,0,0
0x367f7def4c05f4ae7ae47f88e270f8c0c85a9273,1,74,98,-24
0x7a759a170c3aea65b3b373299d33bf5221785c48,1,8,9,-1
0x16f037a3ddf53da1b047a926e1833219f0a8e1fc,1,45,57,-12
0x8fe688e0fb1be9b463b7ab3723adb52fc75af701,1,1,1,0
0x9a6b9f703de8adf7e7dda5dc5fb3256562266525,1,4,5,-1
0x3453dd7c6b808424f5f2c40779ef4048b959b207,0,0,0,0
0x3dd6c7ec5deebdb21458a2ca2522c3ddda5d7c90,1,5,3,2
0x8ad9bb97f38cf3addb0b5977062e2ec5e386a961,1,1,1,0
0x7dec539db3863d312dd27bb02fae8c5a05bf6869,0,0,0,0
0x562e09bbae86ddf1753483fe27963b801cfb784f,1,1,1,0
0x23bf82a8fa401c86315da002113250cad9d60be9,1,8,2,6
0x200c8695c4e6c50a5ecbf56e7419b42c807f79c1,1,3,3,0
0xb5bf7288dc8d9fafa7add5706de251d7530e4dee,1,2,2,0
0xc6b3d5bc8562d531cf3e963f1083097ce3cec4bc,1,56,40,16
0xf8001b5b73a985a5ab8a65b6d1e987868c068355,1,3,4,-1
0xa15e03b70dc79a31a7310f2798adbd224b97ddc5,1,2,0,2
0xf1d049c3fc9e5a385c61977a262b602948a21282,1,1,1,0
0xa2af528689e9df84ea482fbb1ab7685a9cf1e9f9,1,1,1,0
0xd9fc24ce4a909047eb368aec53d7ce93bb729dd9,1,13,3,10
0xc51e9817754a0d90e5fc1b84f725058fcc350228,0,0,0,0
0xe0c0803fe40f43fe20d4cfc15701a2142c91b006,1,1,0,1
0xf6401adc23faa6b9ad83ea8604ca7254cb7f53e7,0,0,0,0
0x0f44a054dc8d272f06186a9f8204d7f5d0059d96,0,0,0,0
0xd06b6330f9b0bf0c2d48976b4a723d647979cd76,0,0,0,0
0xb955369d7d33c2556a002bdd304553599540b078,0,0,0,0
0x20bd3feaf2e3ae69ce05b531c968476da087fe0c,0,0,0,0
0x20ea21b8c700c9186f4f910db0a39578f13156ea,0,0,0,0
0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,1,2,4,-2
0x532f7337bbc45e5eb7fddd2043efda8365a58a95,0,0,0,0
0x84179c31f79683c7aae040d7c9c05789bace912a,0,0,0,0
0x495e884946e5de7376c575bb6a17ffe47ded2590,0,0,0,0
0x30ba54daec91d7d86caf3b3f3ace678682db0a4a,0,0,0,0
0xf708efb284e071e6649b22b3c76db8bde2f53d7f,0,0,0,0
0x4ff9420090a48f484ba134ac812180ce39b2c9b2,0,0,0,0
0xeae2df23c61d8cae2e728c266ade2786d3651a9c,0,0,0,0
0x2b08b2c356c2c9c4cc8f2993673f44106165b20b,0,0,0,0
0x8ab1441eae7743f6b0871db7e0b6c437239f1149,0,0,0,0
0x683537e4d326c5dfaaaa6ef9dd9cf85ebb04971d,0,0,0,0
0xc70f3770e9a5cc6a90571cfb9df9a46716ccb904,0,0,0,0
0x593ac13488395db5b6af7b2065cce10dc520b520,0,0,0,0
0x4928b78f4980d813c44750226916d3ed39496af4,0,0,0,0
0x806633d9d0c353802a5309885ded1aa6f6e0e2e6,0,0,0,0
0x44e991cad16ea0794426d1399e1726e71fffb5b2,1,1,0,1
0x65fa2adba86581d8e035b5e1b6fe149ee0280ae1,0,0,0,0
0x3c5de73bffe35539a29fa1b4201ba517187e1e6e,0,0,0,0
0x04c860013028fcad8762518cff977516f5a21662,1,5,3,2
0x768685774a893ff60b7babc5f498928149082d93,0,0,0,0
0x513d6dce2c7095fdb96d20348f380d6fd1e1cb39,1,10,4,6
0x479c4a69b481449c4b92694eb32758cfc920735a,1,17,22,-5
0x0ea1e9ac50ec4d8db153580c2aec1c5ee13c0961,1,40,20,20
0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,1,46,51,-5
0xbf5453ad9457dd0941be5f7cb083cf37d1d7775b,1,3,3,0
0x883c057016a5526ea32e70422d2f59b90bb808db,1,1,1,0
0xd754180befd846bd3a9c7703fd8382042b91085a,1,8,6,2
0xc92808f555f937dc26b4cbc3abda703b0ad45f66,0,0,0,0
0xadd8f6930510907b4b61e5efac22d16ee88a7194,1,2,1,1
0x9a87a59040f86b5879cd21cf0b0c42a0c3e2a2ad,1,4,4,0
0x39ded56f89bba75d45220733c7aa1073ff480915,1,1,2,-1
0xa8612c28c8f878ec80f8a6630796820ae8c7690e,1,3,2,1
0xc8cef1c4161874efeb0f11d9b4c8b7b8e77924b0,1,1,2,-1
0xdd8205ebd2a6293e1e6b52779d0b67584db9612a,0,0,0,0
0xfd825510f525c870b6779ca9b1a4d2cbdbf37f16,1,1,0,1
0x5b49e6965be107636b1c4e5045d5f36f7ef1897b,0,0,0,0
0x0d16ec0fefe07cb7d43742714744e811ce9a1210,0,0,0,0
0xa3adebe6d6d612a6946638a389326a92f3125ef8,1,1,0,1
0xb8ce9c722507949732b7730bd81da5760327b879,0,0,0,0
0xf01ff4bae1a92bcc55feb5de2a274a01ea72d3cf,0,0,0,0
0xbbad50beb137d51744d909c6021d131d3ca9a96c,0,0,0,0
0xa8c558be9a3f01308a30369e5bbca05f327e0531,0,0,0,0
0xb7455bcf9e75cc2b9a63265f6e60d4f2790d3349,0,0,0,0
0x7e939785e4202d42d22187292328dc9ff3025d97,0,0,0,0
0x0c1ee156cfa2f4f890a01e61df8cc3469f690224,0,0,0,0
0x78ebcda5a906eb9328863a890397c93f8c840898,0,0,0,0
0x94029765fd3f3489cc40bf814ff73d800657cac6,0,0,0,0
0x871f860f5afea55be0c5ea6db1ab942e4b7c871d,0,0,0,0
0xcca73b3d5abaa49c656753e789a4ae880d906f98,1,6,9,-3
0x0c77abfb08c508acd91ac10a370f9d9c7b001307,1,1,0,1
0xaf7b82f7b039f94bd46b49e9d2fda8ae930c80ae,1,21,14,7
0x92531330fec4bb3fe5799c8e8e294d3dfc1e6285,0,0,0,0
0xeb08b206271350fcc9ae1cad1e27f348a2055600,1,2,0,2
0x175a0cc46a5430c62f48368f5cba1c66b4b3d56d,1,1,0,1
0x38d172c5756033c0ba2bd05a0622f26a47a8a19c,1,100,163,-63
0x23f8de4d8ba0d713d27f3fac27f4211b3a97707a,1,4,6,-2
0x7106401fe4592a27cc93f914558e4625ddbcca56,1,9,11,-2
0x59ef69408d8008d70f5e5e57faaafba33cdd7817,1,4,1,3
0x9725bdd039fcfe6dee3de5398c3ba06113390aec,0,0,0,0
0x8da35b920fe236a757a0fad93d3a3ab8ea0a24cc,1,11,8,3
0x35a74cf36c28e10100b68a3d75c03c3d18a3400a,1,8,9,-1
0x0ae516a7e327c727de569d9e095f84bf9c290cd9,1,8,5,3
0x6e7103ec14d6f89ebcaf1d526520b9bcbc760066,1,9,10,-1
0x2ee8670d2b936985d5fb1ee968810c155d3bb9ca,1,18,7,11
0xa76b2000dbfd9637499796e59d7566d7a2bbb3c2,1,4,2,2
0x4ec6b6f9bcdda4432cc134779b62bf8770d925b2,1,6,5,1
0x49e38c969c962a119befde96df4bcd9f3648b245,1,8,4,4
0xfbabd7a2f65e7efd4e7e9fa4485acc3c9cac27ad,1,1,1,0
0x15806d64fec840d7c3482d2172e625571e39c140,1,17,29,-12
0x219f7f1ca1214d9fc292884f4824aaa74b954267,0,0,0,0
0xf27a6c1792cd12a88f860869c37f4e692de6c085,1,1,0,1
0x8980daaaf26b3bda46c79e3b8c00d5ff26ac0f3d,1,8,4,4
0x27e7ef476d530b350b5b3d357df45c2c5d755a15,1,19,8,11
0x04eff542ecd0231a625fe4b249e2924e3523f2a8,0,0,0,0
0x0d02770595c54c106ef9caa24e3cdedcd26c065b,0,0,0,0
0x2563d76d305284487b280bb602028a4b8c174f54,0,0,0,0
0xd069391d85d6f47c1f916677a69159812d18350d,0,0,0,0
0x54f7763061098cff4e3892ad3d2974810ef98f8e,0,0,0,0
0xc6d4c5217127bdddd77bacffbd151d3be004e04c,0,0,0,0
0x4a0e06b81efd7aaf34aef567addeb5d794826c07,0,0,0,0
0xe212c1330a24c4151ca142f8e0da778303ca2b2e,0,0,0,0
0xced0815e1222a7d26a355a5d5400e54cd41bfac4,1,1,0,1
0x789a5cf882dbe9f575a04833c38eb636d90b0fc5,1,1,2,-1
0xe540dd8777d1ef341011558a09a193d9bd307588,0,0,0,0
0x9ca8ec8742ad557abed93399bf3c1c597330a4ae,1,5,6,-1
0x73165a7bf621f466c63f6a0c8f08e969772c2a6d,1,1,0,1
0xbc81a802159ab343d5d51d577b53421b69fb1aff,0,0,0,0
0xdf8e3cac372ae9e7c9c53470bf87d0062bdd74f6,0,0,0,0
0xeb4e90955cbe5dcda0bed3aa901bff8ffe1bcb58,1,1,0,1
0x879a4d01aed66065edcd61edeebd7499aa108e5a,0,0,0,0
0x9acfdcdb64d3f1765deb193f99c5a3ebb2d60708,1,1,0,1
0xa4e816ba379ecc4eadd6def1fc1d80bd65f3d642,1,2,0,2
0x025cbf831ea5e1abdb0397af46ecb11fdb4ffa05,0,0,0,0
0x62c1eae4f8d4c65b7809880418ab982e8fa2037a,1,2,2,0
0x69b3d2fa6382542210d97223946416f98053010d,0,0,0,0
0xaf8583006743da1ba9b391841cc766767f7a2a84,1,33,33,0
0x63f6e20f416fcc4ebf384d663862523a59dbe608,1,1,2,-1
0x31767dcdb00a34069d11269b972d7718bbb922a1,0,0,0,0
0xb619c9f4d833b7aba7b49735524b3671c8281f73,1,2,0,2
0x6dabf73ddf264d07651b68f3f696c49eb46ed275,1,6,4,2
0xcce7f7afca3c7ec652852fd6f44a88e24031bdd6,1,9,3,6
0xa6e5f1f7b82d56798c1796ced2456ef193671fde,1,1,1,0
0x3d6b0a5fea410efb8026eb4d9109c4f5a0c55446,1,5,5,0
0x52677e3c5cd92c1c4c07560c5484a941e98b3243,1,1,1,0
0x7cd0e60b89a4a1ad9cfd6343322814957acdc210,1,7,3,4
0xb0b8667b014baab9d4d34d4b02cbf373d48a4cf5,1,9,3,6
0xb1a49edcaee2ecea7588c8a8d7f09ed518e4e1fb,1,6,5,1
0x8be8cc3df78bfc090bf65572836d4c23cadbee7d,1,1,1,0
0xd7078d619c99799e68e0b44119d6da1c0367e43a,1,3,3,0
0x1497603fea33e12307ea0a1988cdff9efc4bdea4,1,2,2,0
0xda9bc994dc4089896fdea9382903224b86aa8e5c,1,1,1,0
0x756fe13740241486359b6b16e7f2740989aafaf7,1,1,1,0
0xb5e3c55c5d43e476fda81f1202fe55ae0b32df3c,0,0,0,0
0x781fea3353d6efbbabc9fac0b4725eff3c77dba7,0,0,0,0
0x298826bee9db8b73f584161e13ef830e130f7d4c,1,2,3,-1
0x9da3f910fcf9d30434541f6752231d909f01e459,1,1,1,0
0x35642de97d6376dd55240ffd35fafd2619515e54,1,1,0,1
0xc5d76adc378e68acf85cf8a9b962301d89c1c14f,0,0,0,0
0xb0493ed6e24b7831d4d6202132137d2d949bfe2c,0,0,0,0
0xf113b627d194e26aa85a1a66e34d9b54adef8ffb,0,0,0,0
0x686d6e2ac31ce00d364a6ecce01d5828266d50ec,1,9,0,9
0xa2b0be841466be94a4adb92541df700c16383e97,0,0,0,0
0x446260105bbcb847a853363092e91f101527b621,1,37,18,19
0x9ff10612af2b7ab14dcdaeb2f8e41ab6f54d020d,0,0,0,0
0xd3800575345fa074fd4f33151a369208df523c3c,1,5,5,0
0x74cf08689d94f90980413573ba4a8d46b43328e0,1,1,0,1
0xc58d054217281e665412c45271319bf951f4fb2c,1,1,0,1
0x6957d2139d29e7db7913ac21e813f2a561e47ac8,0,0,0,0
0x71e4627ee0e412842e8f799912f0ac2c74dc5ec5,0,0,0,0
0x2a08fecb8ac932cb7d3f6a3a0e434a4b9968dd56,0,0,0,0
0xd6a099a690e7666d318f5edfa1067264854bcf14,0,0,0,0
0x28e2b87d43fc8e6b379f3997f81871d825544df7,1,1,0,1
0x2a46c939879b237ae2cda2ce2212f5ab4a866602,0,0,0,0
0x526d542ffbae26d510cd610b8050438586fd203c,0,0,0,0
0xde146c13545233955871b2ce0916758b080a0a62,0,0,0,0
0xae1fc0b8b5a338be4bc2e68e34d41b3573329e4a,0,0,0,0
0xbc8d6b5bd0dba315221853677633f19cd305aa23,1,7,3,4
0xe9543c83475d92d4156309c8bb80859b2e050e32,0,0,0,0
0x0d5fda80fda27ea65b0d9e5029a90a50b8b88e57,0,0,0,0
0xc49abd0a7298e0ca6adbae0cb9582e31ad17e94f,1,2,4,-2
0xf1163812c3382f4e388438139109acec9bf8360e,0,0,0,0
0x07565ace5325f3ffe03615bcb2e0ed494c14afaf,1,10,7,3
0x3b79d3207794443344e0f277c303db4e5cd2c12f,1,20,9,11
0x42a3e761c2e3db585470f7c630a361c376c70ad1,1,3,2,1
0x0eb72b7341f2d0497b9dfff17dae834059c5e46a,1,4,3,1
0xabe2b5ec3b1104bf3628c3f9083fa1eb76b0eed4,1,6,22,-16
0xcc917ab28544c80e2f0e8effbd22551a3cb096be,1,1,1,0
0xa58e7dab7b11de041353d6d3426b5a520bddb580,1,19,38,-19
0x6eb2c2eb6ab1225fb605ec660a8974c1cca82a4f,1,9,5,4
0x643dfc6542186a47d029448ae0a7f2c6dae7f3f0,1,1,1,0
0x1a665378569785d158f98cb4e8250df40fb9e03c,1,1,1,0
0x2bafdce15e21cd5875cf589a333712de8454a469,1,4,2,2
