owner,ever_borrowed,n_borrow,n_repay,net_open
0x1908bb246da7d358e4f79cea8b3d2ce5e81e6d64,1,21,14,7
0x9301fad136578e07b7f91a2e0611464ced1fbef0,1,4,1,3
0x35bb6cde9c182d4602f6b0aa76543783f1a52756,1,1,1,0
0xedad6de580aaa4a444890ba3582f92f552efc15e,0,0,0,0
0x74ef975b3128d631b778da3785df861b0578803d,1,3,3,0
0xd760605963d503026e6ef18a270584857c20f804,1,2,2,0
0xd46f7c5b3661bb2e4a81cd1eeef7fa8acff43491,0,0,0,0
0x5b85b47670778b204041d6457db8b5f5d36fa97a,1,42,97,-55
0x140fa5513e110e4a5dcef471b84bc431c13e3d0e,0,0,0,0
0xce78c76d9ff021f3e51418b52afef65d1ec91440,1,7,3,4
0x4fec673c88ae607a1a49a33bca8a9c64587fdc6f,0,0,0,0
0x1e19b6884421deb5367a436fd4f2801e2f79410e,0,0,0,0
0xb36e545141d33ec6d8c5e8ca587c682e49c3aee8,0,0,0,0
0xff4514929fdde423d27b2786de31b043832d26e0,1,101,34,67
0xf9ca61b2c3938d3c5ec8fa669622240a7a0cb316,1,4,4,0
0x7373043ccc6186caddb2c9e69e60ffd7ffcd7621,0,0,0,0
0x4cbbf33f4cfaaa8a467059a97eaa1b2f8521895c,0,0,0,0
0x97e7b6a5e3f907179479fdcf3b46b6f84c1bf434,0,0,0,0
0xb9574257d4c3f64fdee4f6ece02e3657bc5ae2d7,1,8,8,0
0xfc16f4100850ff91829d3e3d8a169179021d9ee5,0,0,0,0
0x9a9382f57c7db8dcc2c6f35b0587454b7b93260c,0,0,0,0
0x4043806f2d2bd98dcdfab0a4477528ebe1c4c0c8,1,1,0,1
0x9f8606eed06a25b96d4f834f4d38e1b35472b2d8,0,0,0,0
0x2e78b851a101e7b4fff63d9c3bca1c3bbfd4a858,0,0,0,0
0xf403f778df359081f035968d942dd06da5e00ca7,0,0,0,0
0xfac0752f644599a63295a9c76903bb533b945d1c,1,1,0,1
0xb2554a39d336b60c74339f62503715fe904c368e,0,0,0,0
0x5a41346ba0c5082543d43810c0f2cbdca158e95a,1,12,9,3
0x38cd808be77b1a61973e7202a8e1b96e98cf315b,0,0,0,0
0x9678f887d8c6d1e9fde55847cf8129f482fd8e97,0,0,0,0
0x7096b3ab31e0b6e33d34882f6359143f57a2e5f9,0,0,0,0
0xe8c92782e65c8beb9679b131beaa06f53d7d2154,1,14,8,6
0xbbb6ef032838fbd280849e7f5f6df326860e6f6b,0,0,0,0
0xefb373e723eabf24bebd17d79d3976e1f7d9ff4a,1,1,0,1
0xd2d6e38a2be284f06ad102e524178fecc233cb35,0,0,0,0
0x8767c96e95e8ea8a3190aa4d835720df5ee6df11,0,0,0,0
0x49b3db0fd5b98924d42dfad18a11c08f7d7a3e5f,0,0,0,0
0xc9396ad1d600d4fec12095889b2edea3a05dd9f3,0,0,0,0
0x1a3f9c0cd9b79e7ab6c06f3905a0a332660304cf,1,1,0,1
0xec32a1b6517b870a0daecc0be1d17a527187039f,1,66,42,24
0x8c56b1fe76de0cf0e61428c4b839645c2d351890,1,22,5,17
0xe18cc0b4a542ff67823636650dc3df327b413092,1,5,2,3
0xbbab6ad505e3103d20af7428cd458edb6573859c,0,0,0,0
0xe03aef18266584d6e77989f879e9f430d7e10913,1,2,2,0
0xc6a6e51f9bc47b4a9003c261a12dee3e014ff442,1,1,1,0
0x97e140c64da1a14bc4efb0e54c8c4002400c2dde,1,2,0,2
0x713c7125b8604d614a59031a9bcc6bde33e66013,0,0,0,0
0xd58dfa2ba270182760eb1d7c2d1f843434c453c6,0,0,0,0
0x7ec0899b0ae20e437f8787303f093c54b7d7539f,0,0,0,0
0xe1ad1df53cff3bc0733dbb276baf2e1bb6a66f9d,1,1,2,-1
0xb2d1aef7a3ebd9b956de945ed032377fa508b80f,0,0,0,0
0x85b92faa0f0462cd740260525065f1546e03eea7,1,2,2,0
0x55bbba0bde66ab66b448e726281c3b5cc3dfd950,1,5,0,5
0xddb92a96054132801cae3943b2f966fc2c308ac8,0,0,0,0
0x23807a3a3aa81c66c91affdab9f84255468e2175,1,2,1,1
0x7e774194daa45a18292d8d5d1ed14ef33e05f7ca,0,0,0,0
0x3685ed388f80ccc4566a2a1f88c3915168e93ca1,0,0,0,0
0xa25547a556439213176f9fecec50acc863305f59,0,0,0,0
0xd3ae31b669ab51391f9ba970773a414c0ae152af,0,0,0,0
0x4b660c69faae397e09179cf01c4eb1e820fffd80,0,0,0,0
0xcf8816e8e525ae12459f41876e7c24d80eef1f3a,0,0,0,0
0x1a284c3bb1d8a539604df8340554da4b1cc80e6e,0,0,0,0
0x58e11792d0637540ab1f430e4659693659ea2734,1,4,1,3
0x8844853428c59baadd9b4840e83969dd4f58cec9,1,1,0,1
0x54158a1b3ca181f18ee1b3d2891c9a14ff546ec2,0,0,0,0
0x7f449658f137316b275dccd3ca7296adee377a12,0,0,0,0
0x0011498ade68342362e657a33044e40c4ce9e1f6,1,9,6,3
0xd213384f8b37d94b8ac42c6b6b825e80f3f666ec,0,0,0,0
0xbe4916ecb55ddc82685364f4593ba03414e6581f,1,1,0,1
0x5442e56df4a6033a70f057506fdf35387e5cc1d8,0,0,0,0
0xd2a2cf870eaa18ac92a427432873b71108d8d518,1,4,4,0
0x9f1a540a4b3c0a1567016171580c119347e55ccb,1,2,2,0
0x6997060d6ba220d8a0b102e0003fe12796b874bd,1,7,5,2
0x5a9dd9c7fafb49f778fc4508200038578e4c1ca6,1,1,1,0
0xac4bd05953587836dfb12843a9951570ff403c0f,1,1,4,-3
0x2ff85fea35606d1b801629351dbe0f90e4e41e38,0,0,0,0
0x1d565f170d45c192fb9f454a14110dcc88e0cc44,1,14,12,2
0x41bc7d0687e6cea57fa26da78379dfdc5627c56d,1,16,11,5
0xc5b67f12beaa7b7a106a4eddddc0d88635223915,0,0,0,0
0xc165896160920cf5c3553746641f384e4d16d3fa,1,8,5,3
0x05cefb1b44d447627bd0f341f29401790963ca9e,1,5,6,-1
0x040e19097ce6df94eeb891b999de7db2cf3c51eb,1,1,1,0
0x8ae4e8c585ad6e8a6d8c478038afd8685e5ca851,1,3,5,-2
0xcbc399a478cc3acbb5d1addb2e205d61f6384f06,1,1,3,-2
0x780c26e0fa5f0eab42807e271e480db6fe4682cf,1,1,1,0
0xb156c425f325d750968702d4bd4226573edc3aed,0,0,0,0
0xcb915b7e689bcecd5de2c1d863a77fb187f713a7,0,0,0,0
0x2b9e76023abb6d09fc9e0fea4159dc5f578d34b7,1,1,5,-4
0xbaf461decb76b95bf5bca8a6284d83e32bf61f50,1,12,3,9
0x2b895d661f2b917e1f67a73388dd0e5af011f3d0,1,14,6,8
0x7a19495b81913d3ee7e21492982145fa47c45217,0,0,0,0
0xcf164de9f7c011d5906a0da525ad27b5038dd43d,1,13,9,4
0xc94166d34fb51a2c162bb65e6b46e00dced956b1,1,5,0,5
0x5a39e2d5a81fe9e630ee574df446b78f742f5d9e,0,0,0,0
0x1c012c98676eafb6c1d4886a543c4fff50a43fe0,1,3,5,-2
0xdb713c0b4ddd6e7a466236c0cbfebc5e79e8c3e9,0,0,0,0
0xbc67078be8afaa8ed0db8adf6d0e846b4550e417,1,1,1,0
0x0fdd3709cfcc700d626122a4c6da920349c27148,0,0,0,0
0xf814a8e1607aa1d1a33f42a4c9b3b67eadce45bd,1,1,1,0
0xd6231419bca74a2ec0bbba2bec15c9430119ed1a,0,0,0,0
0xd10f1a1c8e7a59733ed7b1b55753e34e139d608c,1,1,0,1
0x51da2ca5d2fd755621c0f0327a36b6b0020e47ba,1,3,0,3
0xf799125300b67d115965826d89426eb62e136250,1,4,0,4
0x91a42ecf59abb8350a0a64c8d3f5eb3bd08cc6c2,1,2,1,1
0x30aee15339b6b91dbd9ffe5328359e3e332e06f2,0,0,0,0
0x835e623e5514533f44d1a82e327f7c6fc9410220,0,0,0,0
0x8076ab95158ef060fad1a817a7dd2790eb762efa,0,0,0,0
0x4c64016264e38924ebce54960a3a01f7dfcdd4f0,0,0,0,0
0x6ced5784e715c5d53927d2efdc5145ed328bb927,0,0,0,0
0x6022908baf09d038d9a32471f7d194ec8ee15759,0,0,0,0
0xd2ed66c8f97ded54892f33b2258e91b53ba21d82,1,3,4,-1
0x20576cef6b2ee08643d45f84c07b0d8d964f12f6,1,15,6,9
0x059213d0adbd35def06ac6736c8bb310360c8a5d,0,0,0,0
0x83ac17696774768c26e48a98d115b5eccbf81a86,1,6,1,5
0xf5c7831ed9ad02ae09236c4fc9f42ea2105c8127,0,0,0,0
0xc816eccf5f72efc50281d4a721f3f36a5e2a1600,0,0,0,0
0xc9204d52a2c6c7ccd01ad3aeabe8ce9287cf37ff,0,0,0,0
0x585bc4694a6ef92e8fcc727c77820fc3ad48c98b,0,0,0,0
0x0f1397469a0333c899aad52b4ada89bb816adfd7,1,1,0,1
0x9ee282880048f4b72bbe67f7c241a66351be79b3,1,35,14,21
0x9052ed2b33fd19c36f7f1e4f0e965cb3d9a16c16,1,5,4,1
0xd3f0325f9ae1790dd83e76a3bf4379fb6760ddf3,1,26,8,18
0x3a8713065e4daa9603b91ef35d6a8336ef7b26c6,1,18,6,12
0xe5a7dafb02857df09e7485df861142bdcc3610a5,0,0,0,0
0x8f9f865aafd6487c7ac45a22bbb9278f8fc06d47,0,0,0,0
0x3ffc6017418ca46f5cff9e966c066f7090778665,1,4,3,1
0x9d16d45056a91ee41a69b32b54c1e1f1a529bb15,1,12,5,7
0x46c1ab7745ff4d540b01fd9355b55775f7bab218,1,1,0,1
0xda09dc389d5710579550199a75753d28addb31d1,1,2,0,2
0x0032311e56bc34efde20b408bb99d986eea1863a,1,22,26,-4
0xaecc5c63be947e4b512a0afd9ffccf0293af0dfb,0,0,0,0
0x5a17fb00d21c3e33fe7ddb7ba6449cb568c4acd7,0,0,0,0
0x544f1c48c89c9df7b88f1c13173f4c8058e83978,1,2,1,1
0x4bac203d6b26556797608a7e68eea2f61d9431d1,1,1,0,1
0x834bc57ee60abd149473d455991013c83889b049,0,0,0,0
0xcebec5a1c885607ee5ae1ac80f8627a0356ed269,0,0,0,0
0xa1ce65d4da29984c11b9bddd37fa34f029dded09,1,1,0,1
0x1d1017f08144d50967b5685c863279867aae2fb3,0,0,0,0
0xbcb1c9373b1214ce96ce847160e33660aa293fc8,0,0,0,0
0xf9f0f9704ae497f1caf99182da7f9de8e9577bfc,1,2,0,2
0x9f2c91278a24f0b7050a01f2207f22e05650c395,0,0,0,0
0x2b93e7de6c63e492bbcc5c1b9a00bfd3acba3224,1,2,0,2
0x4f57e0d5b5bbe388cdadf62de0bf95912035d797,0,0,0,0
0xb4ed1a39491c83219764152e4dc68944d5547947,0,0,0,0
0x629e45ece2aad63342e00d6a33bac91a9f11be3c,0,0,0,0
0x00276f2b3359e90c56b7b624d7945beef792644b,0,0,0,0
0x1d8b84dd2cefdb5cba4b0bf1a91d22f92aa1aca3,0,0,0,0
0x75dba934d36713dfa7d00cdb745ffc34ed5fdf76,0,0,0,0
0xd5d9b6f5ee9b87e8a5815d8e6910a0148170e0a6,0,0,0,0
0xb569309780bdd500c025bbc97f29ce32de4af6ad,1,2,1,1
0xfc33243849492d5661a2c8ef109e7979e9e2bbea,0,0,0,0
0x0b996503168dde81b20cfc20344c4a496c38a789,0,0,0,0
0xae8ec0f2279440c23fa776696198679e4ddce0c7,1,1,0,1
0xdc3ed2238350aacb484aa6b0d17c4fc3353f0046,1,9,5,4
0xc2852d57382ee1a0e6a742a30587bf449c971b1a,1,2,0,2
0x34c30a5ae024789aa5d94cf1f5567979cf0977e2,0,0,0,0
0x9d8c754ee6c8e5373069f796683c1d0a09123bd5,0,0,0,0
0xd95345a1b3489eb586cbac242c3ead57ecf368e1,0,0,0,0
0x8b64c5802ad854135785851735f6838054a50096,0,0,0,0
0xed576e57ae40d9e8fae69fc5e71db3a9ae66c23a,1,27,27,0
0x906b2a0b0806360dac05d74c9c0be4d693abdee3,1,1,1,0
0xab7afccc70c9fe594849d7a2c3282af71e5e0ac5,1,1,1,0
0xf9ab2ef128d856339ad2c258cdaa14a22c662a14,1,17,26,-9
0x4cae0b0e66a1c55137df4a1175c1a612d44592fe,1,4,2,2
0xb0399dac8f4d4100b49b2a7b3873481114229d18,1,3,0,3
0x81312ad57ef129a6cc8c3ffc16816f7b512e0636,0,0,0,0
0xa07e95d2cd0887abef3ed7ac7825c9843f99bce4,1,1,1,0
0xb9a5fe0ab202a1e82aae021f04c0cc497b937665,1,2,2,0
0x0d9f4d0dabbfa76a5ccec6a1542326ca3da57ae5,1,22,12,10
0xd8b75eb7bd778ac0b3f5ffad69bcc2e25bccac95,1,4,2,2
0xfd8d06740291e7f2675bc584fc6021d488b37c4f,0,0,0,0
0xfb5af060711fff02e8cf909687fb271b64d53a46,1,2,2,0
0xa86cd3df33ebea59dc85c6837d4c2eca14be2046,1,2,0,2
0xe10fa11d966f172755e7baf6a7064c1bb345bf4b,1,26,31,-5
0xa78f5061a44957b3e5887872721e8a127b480e44,0,0,0,0
0x1e5babfaca734ee68ef242863d46eb20e486220b,1,4,3,1
0x9e7befeeb98d707122962df965bcc6a7a811ded7,1,4,3,1
0xa426ba758dbe238ea8811b786856f2d9d88efaad,0,0,0,0
0x13203b4fef73f05b3db709c41c96179b37bf01eb,0,0,0,0
0x992fa1f4459042e59734c4e38bec152ff119ecdb,0,0,0,0
0x502ad7d5a33aea265fe0de5194ab0da989b8f72e,0,0,0,0
0x9965680df158c11a5e27bcc33aa3f462139c6dec,0,0,0,0
0x281b1d0ce5862c75fa4e71196f521e7d0cd6b716,0,0,0,0
0x87d8775b6211d790269fc8fb77e61f241370843d,0,0,0,0
0x41357f986bec5e47e196e902439528dfe1ad5051,0,0,0,0
0x0a6077c72e2d68d820906ba577783de7654fca54,1,23,9,14
0x6e8a5baea8c73a518cc60c7074676586076fa42a,1,2,2,0
0xdcefa127e04682360e5ef0fdc30fd828a5506a9e,0,0,0,0
0x0783a517311017241a3d7130cd088160dc5f6fb8,1,9,3,6
0xfc59c9e1a3344165f15e650270ac833f15470aed,1,6,3,3
0x918f86678330b26658f91fc29f1ebc9b66087388,0,0,0,0
0xd125932b987c81a8ecb8d39fb7c8d9e1c45e511d,1,2,1,1
0xf9d8c23e713b25a8d95cbc147c3366f0825a3d82,1,1,1,0
0x30b5a2881c29cb2f603e5bb85f73eb8e4d24350d,0,0,0,0
0xafcd5729ffb768742ef6526bac804b8a12f5f56e,1,4,3,1
0x01cab493a81cd35c641ca247f505d8a6ab82279a,1,3,1,2
0xfe381d7ea1498c80602abb61708c22a97a13141b,1,15,9,6
0x70922272023357e07d7152656b13129c1a01a100,1,2,4,-2
0x4e5db7de32773dfd852c0259aea4bb10a3a0bd45,1,1,1,0
0x8de29c26d5a7e842873d9b8c22501fef71871de7,0,0,0,0
0xed8477074529478064ff1ada1bbdb85075a43b57,1,1,0,1
0x32eb30cae36e1c2e9271ca1c02da64e5c27cb465,0,0,0,0
0x3a7c9703c0aa35075c79cd07bc1048a9bce60a92,0,0,0,0
0xee6256f9dcb69170231220a6549916d919b72f14,1,18,15,3
0x5e95b00eb048ba226e37f5fcbab2ebd8b530c83b,1,7,4,3
0xbdaed7d215c2d22473b29e16d2d33ab56e9e813f,1,15,8,7
0x5f5b654a3579d61161dec61cbc7914560ac70883,1,1,4,-3
0x217dbf950c50bc2819a899146716583bc605abfa,1,20,22,-2
0x2a55f658f577e91f0f12c6eb9757c5ba4adb5574,1,2,4,-2
0x8f2201409807b0cfacebf4daea4139a6910f3e61,1,3,1,2
0xecb6a3e0e99700b32bb03ba14727d99fe8e538cf,1,1,1,0
0xe030fb1eb2750fb9b8288f467c680af94953ca02,1,12,13,-1
0xa34c8558b22bced464a4c0cf222457bdc632d1d8,1,1,1,0
0x1ddd894c6512e483a42545d75a38c2037d6e4b52,1,1,1,0
0xd946a2a5be9573c3b0a2d4a79c7bb86fc5577256,0,0,0,0
0x7ac049b7d78bc930e463709ec5e77855a5dca4c4,1,5,8,-3
0x32f36ac523093f4d62b74bd8de109f72cd2e6daf,1,13,8,5
0x181fb2ce9405a8d19e94c990c3272605399e7d00,1,62,23,39
0xe8215f5aee29a1db273c80c9d269e8fa44b39126,1,1,2,-1
0xbd23e74ab939514a42b92b522b3902ea04826fb0,0,0,0,0
0x2a08d2692cac04b44a4aed32745a40f9a5671530,1,2,0,2
0xfeddc37cba67885b643ce5bc586a9b4889b4c4f8,0,0,0,0
0x304eebfb493e034dbc28b082fadc1161f5df1be3,0,0,0,0
0x0a03f2f8b8ed23cd5da450b8b289e6f3b888ca50,1,1,1,0
0x93b340c98afcf7dbb4644c57494314b772af03b2,0,0,0,0
0x032b5e85a21815671d6be07b427e595de8e6c28f,0,0,0,0
0x6cc87c563694ce0c9ecc525d9acab7e4e279903c,1,1,0,1
0x71ca1834b42cc6f8783fc0b461cf5a0f8b568a50,0,0,0,0
0x9fb438f1a292fbdaf4f569a8f2e2e2972c0172ec,0,0,0,0
0x4331a6f53f75b215b1a6d6292acaa564bd89464f,0,0,0,0
0x8951459ae3db4fd314fc761814009382da323f43,1,1,0,1
0x7b119b28d9f7cfe91739aca40abb0463c38e6f43,0,0,0,0
0x7dc6d6282deee6eafb5870b689fefce2d5c2f9e2,0,0,0,0
0xd3761e84f595669f33abc37310c4e5aed26cb377,0,0,0,0
0x7302c7e150ae4d035cf9e71f09580d59ce61fa54,1,1,0,1
0xf7313a27eff7bb9317266557a3e4f95e03d5b126,1,1,2,-1
0xa7d12302ab68a9ee87dafd5023e691ee08ddb767,0,0,0,0
0x6d384c778376dd53d1ad0ec3de28430c70b6dee3,0,0,0,0
0x089bc7d762b12a8959cb823493e114e083b39659,0,0,0,0
0x20a05ae8efe1eb91be0cd07356bc20eda9c2e298,0,0,0,0
0x190fb3b4118e5633820184fe9217049a88f07fcf,0,0,0,0
0x4013baea632f904851de2d8af9b5206fe98b145d,1,5,1,4
0x972e64e6b405ef73609d9fde9f35f6f8fb19a713,1,1,0,1
0xfa6e906dd9084d50be4b0e6ac13ef5b7186362e2,1,1,0,1
0xad1b4891a9a73829d8ec8b188eaa7dd33f5c9de7,0,0,0,0
0x9d21616d61c5897269bc3dfdc071fa94f8aaf7ee,0,0,0,0
0x2b6efcce98fe1e46967f8ce49bd258007c796945,0,0,0,0
0x27239549dd40e1d60f5b80b0c4196923745b1fd2,0,0,0,0
0xfb15c3af09fbf8a39a587c4ed137ee5737d7166b,1,7,4,3
0xe34b45fb1fed9fe867089d0c6ed2952af01ed17d,1,2,2,0
0xb8becc861d7edb95871a946c671a92ec4f2a0be0,1,2,2,0
0xb82cbdb790cc20bc82f8fc397c81d819ba2e3f3b,1,13,7,6
0x142e8333072899f4c6343aa5d5280488443cb76b,0,0,0,0
0x8438d56505cf36ff81aa331ed87d9e345db73043,1,1,3,-2
0x0697f14634b1b5c10a9c258cb98f75b83e44d871,1,1,0,1
0xbca2ac965ab0904583120989b4e4834fffe544ec,0,0,0,0
0xac60410e7be09241f08643d9ce51570137e57683,1,1,1,0
0x8bf041a7953ca4e42abe1cc4a0edb415d21863d0,1,14,14,0
0xfbebc529367266038a1e8be0a0bb7069e792e80d,1,12,1,11
0xeb174e7b5b7d0d18fc1be062bb45efde83f36aeb,1,10,8,2
0x371ee38e4975f7ef352a3fc4fecc67b7d11eab75,1,14,15,-1
0x1b2b541836cda779862dee9d42f1b150866b03a9,0,0,0,0
0x95ac1ce5132036455f91d845937052d683d29618,1,4,2,2
0x442e2a9350b042ef62da4d873145e5a648a38fbf,1,3,1,2
0xdca393937b570007e5770446ab195f16f5ba03bf,1,23,25,-2
0xf91eca2ee93a1904f712c15a018b977de9193078,0,0,0,0
0x5c8100bf9a03440834367492292df89aad008699,1,3,5,-2
0x89a5e8febfa5568c9e73b0171c9afe4cef827351,1,2,2,0
0x4939c9f12ea64dc719126d9bb8f06ea4912a81ea,1,2,2,0
0xe89f71e91dafec474ae97b8baa53029b30a5e9ec,1,51,18,33
0x4890ae58845cee70b04f7b54dd2d4bbfd8b697d4,0,0,0,0
0x21eeb5837fcfd2e514de64229731803b014a1e61,1,4,0,4
0x4fd0c555cd6b068cc54c187606c7c259c5b9e441,0,0,0,0
0x0f60f7c61664b17203cbdeb3d87444d4ce02caed,0,0,0,0
0x4820e8f84b94428abafeb4ec43983de3bdff8e3b,0,0,0,0
0xefa709e53a4a525efeb0a20b59b80b8d75495d06,0,0,0,0
0x13a90511e855afd3d36b1018a7e18a4be39368ef,0,0,0,0
0x6f2435d7ef0c4113715605b9160e921ecf5f4ba6,1,1,0,1
0x84785b729fe433a8773fb654737e20a146883ca2,0,0,0,0
0x55b1579ab37c0a18ecb9f47fc89a6f07b99b9b3c,1,2,5,-3
0x734eb3d27f4eec1cc7dc83073f524b96301e853b,0,0,0,0
0xdc892296b87cfafd8fd4f6844a41fbea5fd6627e,1,3,1,2
0x034b46aa9a5eed69c0c7b19773b60f83c54320dc,0,0,0,0
0x9acfe4b2c142d60864662453ac84e0e92595d005,1,14,5,9
0x7ebeb3cd6bbd80b955ccd341b85b0a299dc40e87,0,0,0,0
0xa42a9eb3896b43afda0eeeb2ca7fc62c3b46bb37,1,2,2,0
0x9f0d3cc63c7909f8837446cfcdd13e07a57e1b3b,0,0,0,0
0x65c7e3175275fe3744ef4e4f3e2a97897a21281f,0,0,0,0
0x0bf4842b54a3d24cce9a5c99b8262f6d82e3d97b,0,0,0,0
0x98000f240f63364e5849e32f9d14f1f5733ccb26,1,1,0,1
0x448d130057ced04d5ffa6915e769f2ac435ba1c6,1,2,2,0
0x20a37a8e185e48a2690f339b6d0792e9383511ab,1,14,7,7
0x37729c5948bb726a505b9633caab02521c67d89a,1,27,14,13
0x35a9e56e105fc3080c46d935afca5b961dd34162,1,2,3,-1
0xab0a12a8225f4b079560e814be6722f6204a0f38,1,2,2,0
0x094c6d123b0688d083602d259132bd6a4a3ae7de,1,1,1,0
0x37584fe0d49e0b9d7295b1d7624358ff6b4e70e2,1,1,3,-2
0xc5a5cdd18da1dfb3f67051dad32c9e41ae26bfe8,1,2,1,1
0xc59662978d57df0c4630f6c9cf6fbf0b8fb780d0,1,2,2,0
0x1d83de8876322d7538f07b01911a19adfb8345a4,1,11,4,7
0x8182881ddb6186e3571e641dc70226b0a3e02c9b,0,0,0,0
0xbd8756f58ed396567ca204132d1fed15470173b3,1,14,8,6
0xbbd75db64a9674d35dad240811ba0880ad0e106f,0,0,0,0
0x986b3b04523c0fd690b2fcf7cd114fc2b7d9e740,1,4,5,-1
0xdaf7bad52f473af91f11dec7343a161cb7c033d7,1,4,3,1
0x37139f2d4951a2eed439d10e686cbdbc888a4b17,1,56,29,27
0xd75cf6bbe2642028fad1d65c5b998aee8caef208,1,1,2,-1
0x56fea418824c0a2a6cd4da630a6295cf5029bd91,0,0,0,0
0xf4c0105d20b1ccfea657ffabfadeb20e80f07fec,0,0,0,0
0x3eb9f5d1194756aa9e490f2b78ad2bc1c3726ed3,0,0,0,0
0xc6753f87fea4433192feb0da9e4231d594fd80be,0,0,0,0
0x2e2d09be49979bcf0f165ff0aa9fd64896efc547,0,0,0,0
0x360fa2900cb094688f5f9c0ce875df56cb8b0639,1,2,0,2
0x56d4c671e2fb717e3a0a22ac0915548319ae8fe0,1,2,0,2
0x30a4888776d42a49574ce992309fea807736b101,1,4,4,0
0x82abe0456afbd32abf1f0c5add8c4199dc4a3bc3,0,0,0,0
0x8d99a4e2167a1a66b6f0f7a1bbeb076cbc073bbd,0,0,0,0
0x8c0ad9284740f8d0222e7deaf7109f2814944856,0,0,0,0
0xafd069d49d4931813a2a5232a2810e5ff6f96344,0,0,0,0
0x39889f2cac90aa0342e850428e83debb438a8fbf,0,0,0,0
0x9c03823bee1ce8273df2882c52d935986db376b4,0,0,0,0
0xbda6581fcd070b93022a83fa9d7a1aa7071274ee,0,0,0,0
0x8eab98f464fd589d107e477805d8de8af933a341,1,1,1,0
0x087a2cf3ab5a051fd54e9f8cdf50060355f4d633,0,0,0,0
0x9c32c5cdf75777c05a9c5d28c6e893ac499e21b6,1,1,0,1
0xa7423a9d855857cc1b137385f865002100a7e639,0,0,0,0
0x3efb26770ee8d1e2f2f72864d707e82f2828fc51,0,0,0,0
0xf13e525a1b79119ca59b1ddb6a024ed2ac2a50c9,0,0,0,0
0x0e277a62b93758eb5dbd70cc9588c10813aa3799,1,1,1,0
0x276a8098090b89e5ea5a814406338e3ba52c52be,0,0,0,0
0xbf69146070224d0a1b63a59decad8cf7e12d9087,0,0,0,0
0xa7a62d5fc2fb13aa2e4f66344686654dbc94fb93,0,0,0,0
0x94cf4a1568d59425183ca9c5613ef8620ca59286,1,23,13,10
0xc244bb78415d93c53ed8246a2b43da4608040442,1,20,10,10
0x13fcaddb4ccdd329ebf6d5a5614624e59be598d1,1,8,8,0
0x69106dfe446275d4cd8756685b63a711fd43766a,1,2,3,-1
0x38fd8f0a1732cec6e779a929f3639808381c6c65,0,0,0,0
0x839d36595175e1f678110d52d8265a2fea9607ba,1,1,1,0
0x4f4baca77009e36731486816b8205f6d7cb142d0,0,0,0,0
0x372c757349a5a81d8cf805f4d9cc88e8778228e6,1,33,26,7
0xdafe589423c670ac980154b4b187a325c792d0ab,1,5,2,3
0x2a26fb1a180a2ce5c6c2d06dc4d430c37e7ecf39,1,5,4,1
0x91615b4b8d558449a27ee5fec878a34a3cfbf4a2,1,19,10,9
0x75d8939db37a694002f4f2c4194f9f6ac9a25039,1,11,8,3
0xa6d1702f71741483ef31952456084c3dcf04cec1,1,1,2,-1
0x5fb3e80d4963547e1ba611a158ff885dbb4f62c2,1,1,1,0
0xaa94357e1481355734669f4c60deedaa9d3704ba,0,0,0,0
0x44086613547b759aa4b3ceb5277bd4f0c5baa2f5,0,0,0,0
0xda35b3c4ab2e0b470c525511b0242139e7de6c32,0,0,0,0
0x511aadd1c963d316151f2913aac1fac70993302d,1,1,1,0
0x96b8e73f4c93c0d1c2a840fe07e3c469c30659d8,1,3,2,1
0xb075c82a3361d08113f884c3aa167e77c74272ba,0,0,0,0
0xacf87623ce89e5b0976d137406d77b271f31c422,0,0,0,0
0xe5c80a7963c0d8f4ab9c0bb8d854e47594cf9394,1,8,0,8
0x145dcfb47920325d5bb44d239cb9fd0dcada8bc7,0,0,0,0
0x230d1636b952ca7c132af463a9655c0104112b0f,1,2,0,2
0xf662a15d79a6b729f900c758ece65ea856d55aeb,0,0,0,0
0x17533e245cba4be693b65e2aa726799641c79478,0,0,0,0
0xc18ee6bf19aeccbc5985f68a4f10f4cb2d2bcb51,1,25,19,6
0xef46dfdb7343540fd5ad0a7fb8f22904fca2ce4e,1,52,34,18
0x91da5035719ff83b051a8c58395a21b1d3e14924,0,0,0,0
0xbf0bd637c7571df46b212f673158642a3235a81c,0,0,0,0
0xaa3a31882fc0cdc6ca7db43dd8aaafc21cd3bb1b,0,0,0,0
0x63967b662d097be2ffe0eab61d55ee4b32a69fa4,1,9,10,-1
0x95cb32be2265a0522c283d004632eb613537f49c,1,1,1,0
0x46a9ba615a6a77e459b3622f13b53c4c29b21f8b,1,2,2,0
0xc31d1442fd3a27cb0e27a057ab74bf2579b95892,0,0,0,0
0xc4ed448e7d7bdd954e943954459017be63584f69,1,2,2,0
0x86bc331aebe984f68e02717ce44cbfc81101fa30,0,0,0,0
0x8da0a15786008f543a760701e2021f992e1c1cc5,1,8,10,-2
0xeef2afacba5bf771a28ee768682e099f7037520a,0,0,0,0
0xc6326e5d3c128c38595134021a30af0c15916285,0,0,0,0
0x3f0abee07a51047104ae40ac77dd2d93adf6ac19,1,2,0,2
0xd9b92432a60a711114d9fa16760daacda874d758,1,1,0,1
0xdebf8d6f89d3bbb7dda749788b62497f56bb80ac,0,0,0,0
