owner,bal0,tx_sent_count,wallet_age_days,ran,first_wd_hours,wd_win
0x7f7e1c747980c98da283389ce3be9d5719a1d70e,2234091.625806,1446,728,0,,0
0x5a186a10bf9ff48794182c2f1bfdd2f479c458d5,2200000,0,,0,,0
0x6d707f73f621722fec0e6a260f43f24ccc8d4997,2195913.8178370018,1937,446,0,,0
0x8579e8ae97113d3e3973348c4f50fe9f400faf46,2168673.3199600037,834,831,1,56,580000
0xc108b793e293f1aac19418e899397e62fdf02575,2124701.625576,82,708,0,,0
0xdc16c1cea9bc13c38502f49eeb9cfa6fb118d7db,2122290.5592369996,147,246,1,49,1000000
0xebae3fd539517ef962fd0c8b998ebf90b483147c,2120847.535666,75,571,0,,0
0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,2120081.8697289997,2719,849,0,,0
0x4919f5da960edaf34b36473c05a543d4c18bfc15,2112556.765433,510,1448,0,,0
0x649dc48921d9d8c2382cfeb68e7ff53541709ce9,2084000,0,,0,,0
0xa0894a415c4f246ce95bae718849579c099cc1d2,2079677.812060995,726,542,1,34,1102990.579866
0x1846837591fcdeff4ec8e01ef8bb76645672b153,2070741.153625,1983,1902,0,,0
0xe13267c4151014324a6b4ca398510865ac2fb27d,2045909,67,798,0,,0
0xf3704de41d39688514775fd65722d346c06042ad,2042750.473741,2043,1051,0,,0
0x34a0c4d43ced6dc7149b716f00ba8c70672a1a0d,2041612.2272789993,1653,731,0,,0
0x69b47e91e2eea2525770ed93f6115b9d8f4fa132,2034919.8341249998,556,413,0,,0
0x6264b7f05facadaf24b71a96e1df3f46a654b799,2011496.8212629994,1482,1212,0,,0
0x3a68bb6f1679b01144f03bfac531760cd45be170,2008218.8906359999,577,459,0,,0
0x05c31f9623a5b691f18e60e68f23c64cd708badb,2000000,398,1087,0,,0
0xbbb6ef032838fbd280849e7f5f6df326860e6f6b,2000000,2221,710,0,,0
0xb447bb59b31529904b4b3d5a17bc0bb055665c5e,2000000,0,,0,,0
0x2a21b0303641a819744777beee890dfaf13de86d,2000000,139,549,0,,0
0x4855aecf5e4779156789e81f81591a4ac376e202,2000000,76,1786,1,107,2007472.719956
