day,inflow_usdc,outflow_usdc,net_usdc,n_deposits,n_withdraws,n_dep_users,n_wd_users
2021-05-19 00:00:00.000 UTC,105912304.143365,544229120.824887,-438316816.681522,212,198,93,100
2021-05-20 00:00:00.000 UTC,262055650.74819705,150623686.39231604,111431964.355881,217,231,91,116
2021-05-21 00:00:00.000 UTC,428419607.83527,79310008.85454102,349109598.980729,245,191,85,80
2021-05-22 00:00:00.000 UTC,541334543.2845439,200986849.397301,340347693.8872429,138,242,64,136
2021-05-23 00:00:00.000 UTC,60382934.419010006,707291630.19874,-646908695.77973,298,305,101,111
2021-05-24 00:00:00.000 UTC,167950846.782023,131640076.92995101,36310769.852072,192,246,82,101
2021-05-25 00:00:00.000 UTC,97983360.229359,85052588.75953501,12930771.469823986,164,184,75,82
2021-05-26 00:00:00.000 UTC,115632662.592346,30076300.625979006,85556361.96636699,126,160,61,71
2021-05-27 00:00:00.000 UTC,859342887.8144561,197951105.75779295,661391782.0566632,116,140,64,64
2021-05-28 00:00:00.000 UTC,32758609.805461,46465714.659503,-13707104.854041997,186,165,56,58
2021-05-29 00:00:00.000 UTC,571026243.3367242,196350985.74888596,374675257.5878382,121,152,71,64
2021-05-30 00:00:00.000 UTC,359026325.8713769,83712960.10465997,275313365.7667169,132,167,58,80
2021-05-31 00:00:00.000 UTC,30539356.507883005,81463030.58853495,-50923674.08065195,152,139,52,62
2021-06-01 00:00:00.000 UTC,43214944.87397801,32755181.282316998,10459763.591661014,183,131,70,71
2021-06-02 00:00:00.000 UTC,19300764.987488,42376204.807137,-23075439.819648996,109,125,57,66
2021-06-03 00:00:00.000 UTC,86306018.829324,139485313.55156204,-53179294.722238034,136,125,70,50
2021-06-04 00:00:00.000 UTC,42840991.687254995,43558295.135594,-717303.4483390078,150,151,64,59
2021-06-05 00:00:00.000 UTC,51366503.30488701,26649456.338078994,24717046.966808017,131,142,74,62
2021-06-06 00:00:00.000 UTC,16760642.104484003,11241367.942468999,5519274.162015004,141,122,92,57
2021-06-07 00:00:00.000 UTC,90063100.41856194,25620418.851061013,64442681.56750092,203,179,89,66
2021-06-08 00:00:00.000 UTC,104641777.92420305,46146402.457493015,58495375.46671004,228,165,106,88
2021-06-09 00:00:00.000 UTC,46128414.588923,29390948.389114,16737466.199809,172,194,100,77
2021-06-10 00:00:00.000 UTC,21144802.19354,23647118.01439002,-2502315.820850022,188,144,97,71
2021-06-11 00:00:00.000 UTC,23230198.291147005,28811811.731971998,-5581613.440824993,159,144,94,55
2021-06-12 00:00:00.000 UTC,77816489.30770999,8203980.847957001,69612508.45975299,251,143,104,74
2021-06-13 00:00:00.000 UTC,43455286.47680001,26008504.701726995,17446781.775073014,164,195,84,82
2021-06-14 00:00:00.000 UTC,31865704.280072007,74367059.33666101,-42501355.05658901,153,178,97,72
2021-06-15 00:00:00.000 UTC,46107417.00523801,38199149.62092101,7908267.384317003,228,148,134,69
2021-06-16 00:00:00.000 UTC,27767248.83538901,28503452.153776996,-736203.3183879852,165,130,103,72
2021-06-17 00:00:00.000 UTC,73573732.714736,49025312.527391,24548420.187344998,285,228,179,99
2021-06-18 00:00:00.000 UTC,126784022.21290705,139432866.12573305,-12648843.912826002,282,307,140,150
2021-06-19 00:00:00.000 UTC,76461412.08148597,43958576.770729005,32502835.310756966,254,168,104,88
2021-06-20 00:00:00.000 UTC,35277886.686647,30846900.409577988,4430986.27706901,187,206,91,67
2021-06-21 00:00:00.000 UTC,174282298.85721597,63315274.29012602,110967024.56708995,286,216,122,88
2021-06-22 00:00:00.000 UTC,69863505.656515,41154161.748665996,28709343.907849006,203,193,129,100
2021-06-23 00:00:00.000 UTC,57121655.627381995,117752906.525697,-60631250.898315,187,231,127,110
2021-06-24 00:00:00.000 UTC,227124613.06956998,466516051.18051285,-239391438.11094287,162,172,96,85
2021-06-25 00:00:00.000 UTC,38622741.14617501,65427636.86718201,-26804895.721006997,149,148,86,73
2021-06-26 00:00:00.000 UTC,8447458.262473,19172434.264444992,-10724976.001971992,154,129,98,67
2021-06-27 00:00:00.000 UTC,44981136.58702298,183539080.29274407,-138557943.70572108,156,165,72,64
2021-06-28 00:00:00.000 UTC,63041454.87108701,132735032.52774301,-69693577.656656,184,194,89,76
2021-06-29 00:00:00.000 UTC,126175239.03839102,45703202.192709,80472036.84568202,187,173,110,77
2021-06-30 00:00:00.000 UTC,40132017.62858401,300435340.197294,-260303322.56870997,140,187,85,83
2021-07-01 00:00:00.000 UTC,39486997.82782701,43361187.144917,-3874189.31708999,105,159,74,66
2021-07-02 00:00:00.000 UTC,40040391.42991001,40232817.516046986,-192426.0861369744,163,137,81,61
2021-07-03 00:00:00.000 UTC,16840000.55921701,50450497.03267002,-33610496.473453015,116,123,79,63
2021-07-04 00:00:00.000 UTC,19909038.735416,33331825.000563003,-13422786.265147004,173,195,81,74
2021-07-05 00:00:00.000 UTC,36624144.09542199,32167953.295414995,4456190.800006997,117,123,78,70
2021-07-06 00:00:00.000 UTC,56175862.50043999,16283204.401404005,39892658.09903598,106,83,74,50
2021-07-07 00:00:00.000 UTC,101637048.90846403,21002351.324767,80634697.58369702,116,102,68,51
2021-07-08 00:00:00.000 UTC,39340351.69154301,21996658.758431002,17343692.93311201,160,161,91,71
2021-07-09 00:00:00.000 UTC,99515792.98169398,93662317.62928803,5853475.35240595,184,137,75,67
2021-07-10 00:00:00.000 UTC,180729493.13233298,58906988.00335302,121822505.12897995,133,109,66,53
2021-07-11 00:00:00.000 UTC,13621914.476996996,8290451.826840997,5331462.650155999,166,115,61,70
2021-07-12 00:00:00.000 UTC,52429982.014144,60117225.207912,-7687243.193767995,135,124,45,69
2021-07-13 00:00:00.000 UTC,98326250.01971401,178575806.698906,-80249556.67919199,126,88,58,56
2021-07-14 00:00:00.000 UTC,100507822.41375497,25563529.037031993,74944293.37672298,122,113,72,60
2021-07-15 00:00:00.000 UTC,523106635.78283894,92383865.41731004,430722770.3655289,101,77,60,48
2021-07-16 00:00:00.000 UTC,1145019093.7788603,26093094.572043996,1118925999.2068164,82,89,49,47
2021-07-17 00:00:00.000 UTC,35941302.982245,9146919.844639,26794383.137606,88,90,52,49
2021-07-18 00:00:00.000 UTC,29241045.591176998,42746754.15263399,-13505708.56145699,93,68,47,45
2021-07-19 00:00:00.000 UTC,27181806.489825014,67010124.336687,-39828317.84686199,162,107,66,52
2021-07-20 00:00:00.000 UTC,26112177.207628984,88532707.66359998,-62420530.455971,181,131,75,66
2021-07-21 00:00:00.000 UTC,31200679.570119016,52660710.22365104,-21460030.65353202,142,173,86,70
2021-07-22 00:00:00.000 UTC,41075653.48542,40352037.179995015,723616.3054249883,102,100,56,62
2021-07-23 00:00:00.000 UTC,24004745.15177,3953104.25822,20051640.89355,103,106,56,61
2021-07-24 00:00:00.000 UTC,16466301.358974002,19462832.495153002,-2996531.136179,151,108,79,65
2021-07-25 00:00:00.000 UTC,71804382.31896396,8763623.42735,63040758.89161396,161,71,81,44
2021-07-26 00:00:00.000 UTC,58670662.89087499,127103564.88216999,-68432901.99129501,179,162,102,71
2021-07-27 00:00:00.000 UTC,37346029.60468,20436564.520236,16909465.084444,100,89,60,62
2021-07-28 00:00:00.000 UTC,22813766.246129997,22240540.52657601,573225.7195539884,106,91,62,50
2021-07-29 00:00:00.000 UTC,39692948.686220005,29617571.624842998,10075377.061377008,81,96,54,62
2021-07-30 00:00:00.000 UTC,20241019.971727997,15023123.168113995,5217896.803614002,80,107,52,55
2021-07-31 00:00:00.000 UTC,56894100.25555701,19858205.258161005,37035894.99739601,73,96,57,56
2021-08-01 00:00:00.000 UTC,18809737.554803003,30466706.215386,-11656968.660582997,102,128,66,65
2021-08-02 00:00:00.000 UTC,31678263.37497001,22738055.473653,8940207.901317012,86,109,50,49
