ts,price
2023-03-13 14:16:00.000 UTC,0.996076
2023-03-13 14:17:00.000 UTC,0.996076
2023-03-13 14:18:00.000 UTC,0.996076
2023-03-13 14:19:00.000 UTC,0.996076
2023-03-13 14:20:00.000 UTC,0.993927
2023-03-13 14:21:00.000 UTC,0.993927
2023-03-13 14:22:00.000 UTC,0.993927
2023-03-13 14:23:00.000 UTC,0.993927
2023-03-13 14:24:00.000 UTC,0.993927
2023-03-13 14:25:00.000 UTC,0.991599
2023-03-13 14:26:00.000 UTC,0.991599
2023-03-13 14:27:00.000 UTC,0.991599
2023-03-13 14:28:00.000 UTC,0.991599
2023-03-13 14:29:00.000 UTC,0.991599
2023-03-13 14:30:00.000 UTC,0.991948
2023-03-13 14:31:00.000 UTC,0.991948
2023-03-13 14:32:00.000 UTC,0.991948
2023-03-13 14:33:00.000 UTC,0.991948
2023-03-13 14:34:00.000 UTC,0.991948
2023-03-13 14:35:00.000 UTC,0.996229
2023-03-13 14:36:00.000 UTC,0.996229
2023-03-13 14:37:00.000 UTC,0.996229
2023-03-13 14:38:00.000 UTC,0.996229
2023-03-13 14:39:00.000 UTC,0.996229
2023-03-13 14:40:00.000 UTC,0.996103
2023-03-13 14:41:00.000 UTC,0.996103
2023-03-13 14:42:00.000 UTC,0.996103
2023-03-13 14:43:00.000 UTC,0.996103
2023-03-13 14:44:00.000 UTC,0.996103
2023-03-13 14:45:00.000 UTC,0.996327
2023-03-13 14:46:00.000 UTC,0.996327
2023-03-13 14:47:00.000 UTC,0.996327
2023-03-13 14:48:00.000 UTC,0.996327
2023-03-13 14:49:00.000 UTC,0.996327
2023-03-13 14:50:00.000 UTC,0.995885
2023-03-13 14:51:00.000 UTC,0.995885
2023-03-13 14:52:00.000 UTC,0.995885
2023-03-13 14:53:00.000 UTC,0.995885
2023-03-13 14:54:00.000 UTC,0.995885
2023-03-13 14:55:00.000 UTC,0.997248
2023-03-13 14:56:00.000 UTC,0.997248
2023-03-13 14:57:00.000 UTC,0.997248
2023-03-13 14:58:00.000 UTC,0.997248
2023-03-13 14:59:00.000 UTC,0.997248
2023-03-13 15:00:00.000 UTC,0.996094
2023-03-13 15:01:00.000 UTC,0.996094
2023-03-13 15:02:00.000 UTC,0.996094
2023-03-13 15:03:00.000 UTC,0.996094
2023-03-13 15:04:00.000 UTC,0.996094
2023-03-13 15:05:00.000 UTC,0.9944
2023-03-13 15:06:00.000 UTC,0.9944
