owner,ran_p1,ran_p2,ran_p3
0x70ef2ac4f6c2549cfbe96f7e6dc0cd04c971c105,0,1,0
0xb3d9fc7ed24284af0c00066aa3c62652e19fc586,0,1,0
0xc55a03fa9af2805b4ccd8b40017330e7ebaaaedd,1,1,0
0xe3d321068b778707245c3b426422b31334888be1,1,0,0
0x262194243629062dac3abeec491305132d47b477,0,1,0
0xf5e0e56bdeaa89be9ba6166fac3c62cce793754e,0,1,0
0x0e075213930b5ff2f43e632ed6c399c15aad2955,0,1,0
0x6d8e9bd8f845f51a224e216b6dd25d5e593d8dd3,1,0,0
0x67d815239aedc4c3f721b057834f4601cc50175b,0,1,0
0x58f92858088842d213eb25e867bb762e5aa5c2b3,0,0,0
0x2f2bf6a2f1e18d5d6417158412d5b3a513f10bfc,0,0,0
0xcbc399a478cc3acbb5d1addb2e205d61f6384f06,1,0,0
0x05cefb1b44d447627bd0f341f29401790963ca9e,0,1,0
0x13c9d9b81513fe8ef119408f916b74118478cb03,0,0,0
0x32d2d8a08e29668492724b83d81c750123b6b905,0,0,0
0xc279fe84665582169a96cf5621361af086377a79,0,0,0
0x37ca7cf3bc6c127cd5d70b9ca9b9d5e94b46c955,0,1,0
0x89c6c5566c7c3963d2af2143d17b28d9b5725c07,0,0,0
0xc80dd50fd6702f81df2f02221161938bebbb5cd7,0,0,0
0xa20a0b22501e5507114ef1b0e88174f510f01ccb,0,0,0
0x0353da8b9b67cfa5b41dd29e6da4fa171da02a99,0,0,0
0x7c7748726efb0ca3e43b6bdb237bced04b237bf9,0,0,0
0x17ee630d8aa0e9f44fba41af50c6b2966349ff17,0,0,0
0x777777c9898d384f785ee44acfe945efdff5f3e0,1,1,1
0x2d50bcb0a96385d41e798edaf95365d7ccef2ec9,0,0,1
0xa7888f85bd76deef3bd03d4dbcf57765a49883b3,0,1,1
0x1109297e392d92c1613fdbdf30579a0215c20da9,0,1,0
0xee6b80d0c734e970c08bf124925efd352ae39ceb,1,0,0
0xb8465f2ab8e1c416a1ca54ddd3207346f0d77fab,0,0,1
0xefcecbde8a00cfb97f5378ebe71d65475b3dde5d,0,0,0
0x33a4c0070384725dbdf57edf3d179f6891124517,0,0,1
0x337c8f57be536a4848a8b69d3d66199a404b9b4e,0,1,0
0xdaa809af463f5dccd4149c5fe34d37a366fb03a3,1,0,0
0x6e79fc5db994b4c43cbc8421810e8efa56c7cb3a,1,0,0
0x6733d50fa085fbf80d96fe03467b03ee83e0ec58,0,1,0
0x164d5004fce308d75d14882f68d375d4388a9e5a,0,0,0
0x00641ed1aae8a9700fd3fd4d899f2577d1ae6b22,0,1,0
0xa75357d34987fc7619e09eb6059de1f025f17ba3,0,0,1
0xba457d79ad41b259eedd3de6d0cd77d93dd72190,0,0,0
0x603b1f7be3d807ea6de69a869ce9b74564aec31d,0,1,1
0x0d78cf8b8723a4390f7bf261f94cfba2fe221f52,1,0,0
0x1b56403289ce09ed7afe2e11b220cf373cb043a0,0,0,0
0x4a2c544fc56cc7e024a336ecb829e39b91d28f51,0,1,0
0xafb53315e65db1372658752134b04fe84dcb9d15,0,0,0
0x573a6a5e4777b1adb0bfe96b5ba1196cd5807289,0,1,0
0x5fe9a4b3f61cee4ea2b784156174c9e945ab73f6,1,0,0
0x6e5ed1a5901e81f6bc008023d766454d831b6617,1,0,1
0xcb15941180ed7cff8b3547117eca6b78cbdeaf9c,0,0,0
0x6c86b9442246ff449eb67b969c4fa51f43253858,1,0,0
0x171c53d55b1bcb725f660677d9e8bad7fd084282,1,0,0
0x47d88d52fd6bdc4238f8dd142db17dcc6d7b5c67,0,0,1
0xbc1b54ff1382d883aef3bc239dcb958ef6b82766,0,1,0
0x0f7494e3e1215af0fa0c4f2d073c496db58c10f2,0,0,1
0xf0778db1fbd0575232ff8eadfd41ca8b059e93af,0,1,0
0xe8da0463a9a8aa3822fcfd28dd84d0d18444b227,0,1,0
0x99343b21b33243ce44acfad0a5620b758ef8817a,0,0,0
0x4702a3050b4353c722feb46794095feff82ac2e5,0,0,1
0xea786fea9c79a8a9f8cf66b53222c9cda11aeed4,1,0,0
0xac979bfe175a31cf7def1e966122a615d1ccc29d,0,1,0
0x9f1597681cc4c4dfd91ce5fe9033aa39e7d7ad3e,0,0,1
0xcb3593c7c0dfe13129ff2b6add9ba402f76c797e,1,1,0
0x1d65a2e4a2e61c903fb5e190c146f04401b508e7,1,0,0
0x7c976f00e84db0b44f945fc6d7fad34b43150a1a,0,0,0
0x25e6f3e429ab5e859d8fb63d40b1215ea31e9a5a,0,1,1
0xfd9361414ea4d1ec1b467c42b4a07390ac7f0c86,0,0,0
0xf1f304def83d6cf4680a81c49cac184a8119a538,1,0,0
0x392f34b4cab00b000838a29ecc5200bbe7733188,0,0,1
0x16f037a3ddf53da1b047a926e1833219f0a8e1fc,1,1,1
0xa38aa9ae8953f245b44e84b6f25e0032e58b1f42,0,0,0
0x7dec539db3863d312dd27bb02fae8c5a05bf6869,1,0,0
0xb5c4402ff7cbe97785dddc768c4e3a4f033474fb,0,1,0
0x1032ffa8a8a0abb6134839f8c4a1944c91a8a68a,0,1,0
0x82f402847051bddaab0f5d4b481417281837c424,0,0,1
0x3c80ea8922cd01d2524fe05826216df5d3ffc22a,1,0,0
0x89b8b20ae90328692cd367f75aafadf55fd33e8b,0,0,0
0x4b44b5acf4a47c45e4faddb7fecc79ddcce9b739,1,0,0
0xefbc103259b500ebe6408fc7c91535b0e158e22b,0,1,0
0xf6e6c83ee7db137ed8dadd5d7bbc6b38220a6602,0,0,0
0x2e15905711635118da35d5ab9a0f994f2cfb304c,0,1,0
0x293f31e54f6aad19fc2c4d280f98b20776f3754d,1,0,0
0x50d36f27872f637ec9ecb4eedff300df44a608ab,0,1,0
0x7448d773f500734d79bd7855e9342c9f43e2b414,1,0,0
0x7eabd555c1b9506490962c1d2321fb7bc49e7d68,1,0,0
0x93dabae1444daafd630d6b4a2d544ecfa4955579,1,1,0
0xfe247664a66f71c4d014c0343bbe5002dfa9a104,0,1,0
0x84887512c5c34bf478d4b963d0aec18d7cd590b5,1,0,0
0xb246ee73d98e9cdca42cbfa2b44b350cd6041e31,0,0,0
0xec5033232bdf694b3bd1bf57a97579fba3ed508a,1,1,1
0x4a1bd667b05565970106aa967560fc10d1c900bb,0,1,0
0x99967871e6c4f9a5185abc57edede9e9540191f6,0,0,1
0x02009370ff755704e9acbd96042c1ab832d6067e,1,0,0
0xc097d50df170cadb73208544b0beb189b351b430,0,0,0
0x6497e4815314ece2a779695341ac63d6481df33a,0,1,0
0x85a230f1b39c679d84307de0184b839c2655951a,1,0,0
0xa405b9367768a64c1fe42dda97bfdc19954a4198,0,0,0
0xd3effb492d129d301c0ccb00094509a856a81d85,1,0,0
0x9052ed2b33fd19c36f7f1e4f0e965cb3d9a16c16,0,0,0
0x9ee282880048f4b72bbe67f7c241a66351be79b3,0,1,0
0x87f3838742e5ff8958d7ce92aff4ecf07a1edcc8,0,1,0
0xeb6296f2b61c9832d98bbab64f35fa157c96541e,0,0,1
0x3300eebeea8239b90a435e403b130a853a0d7dff,0,0,0
0xf183b397d161402c46d4d32b08819c3cfd322975,1,0,0
0xd42d80de96225bd842d2df7fddd8e3a9b26a82ca,0,1,0
0xb0eb6a668b2e8e78b4236fb653c4c19d9a582a3f,0,1,0
0x3f3429d28438cc14133966820b8a9ea61cf1d4f0,0,1,0
0x4da08ac2e4e79678f218f134b0a6f8732ed5b5e4,0,0,0
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,1,0,1
0x8cb532d9f1d991227ae30ec87dac6bfa3db758e0,1,0,0
0x944a4e79b5e49e744eeefe8797717aae9f5b7386,0,1,0
0x75426e8b95e25366fc08b3ace709309037d30616,1,0,0
0xb9982860b1ab88f14fe6f8394d51a3a88c0c90c3,0,1,0
0x3ff2d8eb2573819a9ef7167d2ba6fd6d31b17f4f,1,0,1
0xa08949ccaa0d8dcaf951611b95d58e74edf2ec1e,1,0,1
0x482cb7c85c6e8ecc0b4ef34872c836d2bb4e2143,0,0,0
0xf4a587311aad1f2d6b0a86bd41566345b371534d,1,0,1
0xa77c88abcaa770c54a6cfbfd0c586a475537bbc1,1,1,0
0xa39ba2cd8658d0b69ba1880dcfbb65216ab33056,1,0,0
0x5d8cca5e1b6983db986cf82784108478a02d0782,1,0,0
0xc7afc22c5e4a76e0d8625dc53bd091e81abbadc5,0,0,0
0xc4decff83b9c8f847cea59f38ef53e3dfe6bc820,0,0,0
0x795fd0c1fa746b83ee568544a6f3e67c091c8954,1,1,1
0x77fcae921e3df22810c5a1ac1d33f2586bba028f,1,1,1
0x0c4c9f147ebf49f535fd8934e7f99c56c21059f9,0,0,0
0x5a2d0e3d6f862ee155f52ab65b6b22e1d80f5716,0,0,1
0xc059173426fa84caec933a9759dbda698651684a,1,0,0
0x7551261ba2059c1d453cc9f1d5cf32f51f84ee4e,1,0,0
0x6d39d82a7e43dd567efc03ef28ee73663f2aa515,0,0,0
0xc5fad431aa5f33905c58f0f99be5d9ed47575e1f,0,0,0
0x5e3646a1db86993f73e6b74a57d8640b69f7e259,0,0,1
